episode_id,n_players,n_steps,rewards_json,statuses_json,team_names_json,winners_idx,is_1v1,is_ffa4,is_draw,seed,episode_steps_max,shipSpeed,cometSpeed
75773401,4,120,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Ikki Katsuyama"", ""Sukjae Cho"", ""ush"", ""ktm""]",[2],False,True,False,,500,6.0,4.0
75776178,4,152,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""HY2017"", ""Erfan Eshratifar"", ""Ousagi"", ""kovi""]",[1],False,True,False,,500,6.0,4.0
75776353,2,152,"[-1, 1]","[""DONE"", ""DONE""]","[""ush"", ""HY2017""]",[1],True,False,False,,500,6.0,4.0
75777084,4,171,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Ousagi"", ""Orbital Occle"", ""HY2017"", ""kovi""]",[2],False,True,False,,500,6.0,4.0
75777398,2,108,"[1, -1]","[""DONE"", ""DONE""]","[""kovi"", ""ush""]",[0],True,False,False,,500,6.0,4.0
75778169,2,144,"[-1, 1]","[""DONE"", ""DONE""]","[""sash"", ""ush""]",[1],True,False,False,,500,6.0,4.0
75778542,2,132,"[1, -1]","[""DONE"", ""DONE""]","[""fgwiebfaoish"", ""Naoism""]",[0],True,False,False,,500,6.0,4.0
75778962,2,117,"[-1, 1]","[""DONE"", ""DONE""]","[""HY2017"", ""ush""]",[1],True,False,False,,500,6.0,4.0
75781174,2,191,"[-1, 1]","[""DONE"", ""DONE""]","[""Shun_PI"", ""Ousagi""]",[1],True,False,False,,500,6.0,4.0
75781277,2,183,"[-1, 1]","[""DONE"", ""DONE""]","[""Orbital Occle"", ""kovi""]",[1],True,False,False,,500,6.0,4.0
75783574,4,205,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""TensorFlower"", ""lookaside"", ""Ascalon"", ""Ezra""]",[1],False,True,False,,500,6.0,4.0
75783641,4,134,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Leszek G\u00f3ra"", ""Orbital Occle"", ""Mille Initiate"", ""TensorFlower""]",[1],False,True,False,,500,6.0,4.0
75784201,4,423,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""bowwowforeach"", ""kovi"", ""HY2017"", ""lookaside""]",[0],False,True,False,,500,6.0,4.0
75785726,2,120,"[-1, 1]","[""DONE"", ""DONE""]","[""Naoism"", ""ush""]",[1],True,False,False,,500,6.0,4.0
75787078,2,211,"[1, -1]","[""DONE"", ""DONE""]","[""fgwiebfaoish"", ""Naoism""]",[0],True,False,False,,500,6.0,4.0
75789044,4,500,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""lookaside"", ""F\u00e9lix Truong"", ""Ousagi"", ""Ezra""]",[1],False,True,False,,500,6.0,4.0
75791936,4,327,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""burgundy"", ""K_ChanHo"", ""istinetz"", ""Wenchong Huang""]",[3],False,True,False,,500,6.0,4.0
75792704,4,153,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Ezra"", ""Naoism"", ""Andrew Tratz"", ""ush""]",[0],False,True,False,,500,6.0,4.0
75794847,4,134,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Wenchong Huang"", ""Naoism"", ""Artem"", ""HY2017""]",[3],False,True,False,,500,6.0,4.0
75796408,2,261,"[1, -1]","[""DONE"", ""DONE""]","[""3Comets"", ""Wenchong Huang""]",[0],True,False,False,,500,6.0,4.0
75797343,2,128,"[1, -1]","[""DONE"", ""DONE""]","[""SalvadorDali"", ""Jokrasa""]",[0],True,False,False,,500,6.0,4.0
75798580,2,117,"[-1, 1]","[""DONE"", ""DONE""]","[""Wenchong Huang"", ""Artem""]",[1],True,False,False,,500,6.0,4.0
75798980,4,181,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""SalvadorDali"", ""F\u00e9lix Truong"", ""c-number"", ""glass_256""]",[0],False,True,False,,500,6.0,4.0
75800164,4,155,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""F\u00e9lix Truong"", ""ush"", ""Wenchong Huang"", ""SalvadorDali""]",[2],False,True,False,,500,6.0,4.0
75811302,4,354,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""fgwiebfaoish"", ""SonOfNike"", ""Ezra"", ""Mille Initiate""]",[2],False,True,False,,500,6.0,4.0
75811319,4,500,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Igor V"", ""ngondi"", ""Shun_PI"", ""JM""]",[2],False,True,False,,500,6.0,4.0
75811544,4,500,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""marouane_chirane"", ""Shun_PI"", ""Kushagragoyal060705"", ""Q537bf""]",[1],False,True,False,,500,6.0,4.0
75811657,4,500,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Tarun Arora"", ""sue124"", ""T. Sri Vallabh"", ""Shun_PI""]",[3],False,True,False,,500,6.0,4.0
75811794,4,500,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""AlphaOrbit [prize ineligible]"", ""simmons1025"", ""Shun_PI"", ""Saicharan Ramineni""]",[2],False,True,False,,500,6.0,4.0
75812685,2,500,"[-1, 1]","[""DONE"", ""DONE""]","[""Vincent Schuler"", ""Shun_PI""]",[1],True,False,False,,500,6.0,4.0
75813131,4,306,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Shun_PI"", ""Ezra"", ""Vadasz"", ""bowwowforeach""]",[2],False,True,False,,500,6.0,4.0
75813241,2,500,"[1, -1]","[""DONE"", ""DONE""]","[""Shun_PI"", ""Ezra""]",[0],True,False,False,,500,6.0,4.0
75815070,2,136,"[-1, 1]","[""DONE"", ""DONE""]","[""SalvadorDali"", ""ush""]",[1],True,False,False,,500,6.0,4.0
75815433,2,121,"[1, -1]","[""DONE"", ""DONE""]","[""lookaside"", ""ShunkiKyoya""]",[0],True,False,False,,500,6.0,4.0
75815465,2,190,"[-1, 1]","[""DONE"", ""DONE""]","[""Shun_PI"", ""Ousagi""]",[1],True,False,False,,500,6.0,4.0
75816344,4,373,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""ktr"", ""fgwiebfaoish"", ""mtmr_s1"", ""jack gell""]",[1],False,True,False,,500,6.0,4.0
75816639,2,174,"[-1, 1]","[""DONE"", ""DONE""]","[""Ousagi"", ""Shun_PI""]",[1],True,False,False,,500,6.0,4.0
75818582,2,132,"[-1, 1]","[""DONE"", ""DONE""]","[""Ousagi"", ""Erfan Eshratifar""]",[1],True,False,False,,500,6.0,4.0
75820022,4,500,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Ezra"", ""Ousagi"", ""Erik Kvanli"", ""fgwiebfaoish""]",[3],False,True,False,,500,6.0,4.0
75820420,4,500,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Orbital Occle"", ""Ousagi"", ""ymg_aq"", ""Shun_PI""]",[3],False,True,False,,500,6.0,4.0
75822007,4,152,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""ymg_aq"", ""Shun_PI"", ""lookaside"", ""ra5anchor""]",[1],False,True,False,,500,6.0,4.0
75822068,4,195,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Vadasz"", ""ush"", ""Ousagi"", ""Shun_PI""]",[1],False,True,False,,500,6.0,4.0
75823093,2,190,"[-1, 1]","[""DONE"", ""DONE""]","[""SalvadorDali"", ""Sean Jones""]",[1],True,False,False,,500,6.0,4.0
75825240,2,107,"[1, -1]","[""DONE"", ""DONE""]","[""Vadasz"", ""ush""]",[0],True,False,False,,500,6.0,4.0
75825491,2,134,"[1, -1]","[""DONE"", ""DONE""]","[""SalvadorDali"", ""burgundy""]",[0],True,False,False,,500,6.0,4.0
75826365,4,168,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Vadasz"", ""lookaside"", ""mtmr_s1"", ""kovi""]",[0],False,True,False,,500,6.0,4.0
75826720,2,99,"[1, -1]","[""DONE"", ""DONE""]","[""SalvadorDali"", ""ymg_aq""]",[0],True,False,False,,500,6.0,4.0
75827029,2,137,"[-1, 1]","[""DONE"", ""DONE""]","[""kovi"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75827649,4,328,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Shun_PI"", ""ush"", ""kovi"", ""Ezra""]",[2],False,True,False,,500,6.0,4.0
75828924,2,127,"[1, -1]","[""DONE"", ""DONE""]","[""Artem"", ""kovi""]",[0],True,False,False,,500,6.0,4.0
75829171,4,234,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Andrew Tratz"", ""Ousagi"", ""kovi"", ""HY2017""]",[2],False,True,False,,500,6.0,4.0
75835292,2,141,"[-1, 1]","[""DONE"", ""DONE""]","[""Orbital Occle"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75836803,2,500,"[-1, 1]","[""DONE"", ""DONE""]","[""bowwowforeach"", ""Shun_PI""]",[1],True,False,False,,500,6.0,4.0
75837587,2,196,"[-1, 1]","[""DONE"", ""DONE""]","[""Andrew Tratz"", ""Orbital Occle""]",[1],True,False,False,,500,6.0,4.0
75837588,2,105,"[-1, 1]","[""DONE"", ""DONE""]","[""lookaside"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75838010,4,285,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""ShunkiKyoya"", ""Orbit Team"", ""Andrew Tratz"", ""SalvadorDali""]",[2],False,True,False,,500,6.0,4.0
75840329,2,141,"[-1, 1]","[""DONE"", ""DONE""]","[""kovi"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75840368,2,125,"[-1, 1]","[""DONE"", ""DONE""]","[""Ousagi"", ""Erfan Eshratifar""]",[1],True,False,False,,500,6.0,4.0
75843788,4,141,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Orbital Occle"", ""ush"", ""klog"", ""HY2017""]",[0],False,True,False,,500,6.0,4.0
75843963,4,322,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""ymg_aq"", ""Andrew Tratz"", ""klog"", ""Wenchong Huang""]",[3],False,True,False,,500,6.0,4.0
75845040,2,128,"[1, -1]","[""DONE"", ""DONE""]","[""ush"", ""Orbit Team""]",[0],True,False,False,,500,6.0,4.0
75845161,2,89,"[1, -1]","[""DONE"", ""DONE""]","[""Artem"", ""perpetual motion machine""]",[0],True,False,False,,500,6.0,4.0
75845337,4,500,"[-1, 1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Artem"", ""Gendaijin"", ""today"", ""Amir Tavasoli""]",[1],False,True,False,,500,6.0,4.0
75845704,4,152,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Artem"", ""BIZEN250"", ""Theo Le Gall"", ""AnthonyTherrien""]",[0],False,True,False,,500,6.0,4.0
75847145,4,500,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Artem"", ""Tommy Barnes"", ""ShunkiKyoya"", ""SalvadorDali""]",[0],False,True,False,,500,6.0,4.0
75848499,2,144,"[-1, 1]","[""DONE"", ""DONE""]","[""Andrew Tratz"", ""Artem""]",[1],True,False,False,,500,6.0,4.0
75850159,2,306,"[1, -1]","[""DONE"", ""DONE""]","[""flg"", ""Shuntaro Tanaka""]",[0],True,False,False,,500,6.0,4.0
75850258,2,122,"[-1, 1]","[""DONE"", ""DONE""]","[""bowwowforeach"", ""Shun_PI""]",[1],True,False,False,,500,6.0,4.0
75850508,4,110,"[-1, -1, 1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Corgano"", ""Guillaume HIMBERT"", ""bowwowforeach"", ""zouchenfeng""]",[2],False,True,False,,500,6.0,4.0
75851051,2,207,"[-1, 1]","[""DONE"", ""DONE""]","[""lookaside"", ""Wenchong Huang""]",[1],True,False,False,,500,6.0,4.0
75851214,2,162,"[1, -1]","[""DONE"", ""DONE""]","[""Artem"", ""SalvadorDali""]",[0],True,False,False,,500,6.0,4.0
75851849,2,89,"[-1, 1]","[""DONE"", ""DONE""]","[""Danila Lapokin"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75852143,2,292,"[1, -1]","[""DONE"", ""DONE""]","[""flg"", ""lookaside""]",[0],True,False,False,,500,6.0,4.0
75852471,4,185,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Shun_PI"", ""bowwowforeach"", ""HY2017"", ""Vadasz""]",[0],False,True,False,,500,6.0,4.0
75853717,4,305,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""ush"", ""Artem"", ""HY2017"", ""Boey""]",[0],False,True,False,,500,6.0,4.0
75853843,4,500,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""Artem"", ""SalvadorDali"", ""sash"", ""Ezra""]",[0],False,True,False,,500,6.0,4.0
75854043,2,203,"[1, -1]","[""DONE"", ""DONE""]","[""sash"", ""Artem""]",[0],True,False,False,,500,6.0,4.0
75854436,4,187,"[1, -1, -1, -1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""HY2017"", ""Ezra"", ""ra5anchor"", ""Artem""]",[0],False,True,False,,500,6.0,4.0
75854766,4,183,"[-1, -1, -1, 1]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""lookaside"", ""ShunkiKyoya"", ""Artem"", ""sash""]",[3],False,True,False,,500,6.0,4.0
75854976,2,160,"[1, -1]","[""DONE"", ""DONE""]","[""Shun_PI"", ""bowwowforeach""]",[0],True,False,False,,500,6.0,4.0
75855112,2,130,"[1, -1]","[""DONE"", ""DONE""]","[""bowwowforeach"", ""Shun_PI""]",[0],True,False,False,,500,6.0,4.0
75855494,2,500,"[1, -1]","[""DONE"", ""DONE""]","[""Shun_PI"", ""bowwowforeach""]",[0],True,False,False,,500,6.0,4.0
75856083,2,187,"[1, -1]","[""DONE"", ""DONE""]","[""Boey"", ""Wenchong Huang""]",[0],True,False,False,,500,6.0,4.0
75856289,2,168,"[-1, 1]","[""DONE"", ""DONE""]","[""Boey"", ""bowwowforeach""]",[1],True,False,False,,500,6.0,4.0
75856880,2,130,"[1, -1]","[""DONE"", ""DONE""]","[""Wenchong Huang"", ""flg""]",[0],True,False,False,,500,6.0,4.0
