pro_target_id,pro_target_owner,pro_target_ships,pro_target_prod,pro_target_priority,pro_target_zone,pro_target_dist_frac,pro_action_type,pro_rank,heur_top_id,heur_top_owner,heur_top_ships,heur_top_prod,heur_top_priority,heur_top_zone,heur_top_dist_frac,heur_n_moves,heur_idle,targets_match,pro_ships_sent,pro_src_owner_ships_total,pro_src_ships,pro_src_prod,episode_id,step,phase,n_players,launch_idx
7,2,9,3,-0.014781641898486186,mid,0.16522829215570764,reinforce,,,,,,,,,0,True,False,2,323,8,3,75641715,302,0.9379,4,11
19,2,20,1,-0.8214518100427537,isolated,0.4690018444799273,reinforce,,,,,,,,,0,True,False,4,790,20,2,75641715,313,0.972,4,15
1,0,138,1,-1.1109181026296502,isolated,0.1896986586536289,reinforce,,,,,,,,,0,True,False,6,1385,20,5,75641802,227,0.9742,4,6
11,3,46,5,-0.12869827325636374,priority_target,0.10338990503457503,enemy,3.0,17.0,3.0,1.0,1.0,1.2414282499713385,easy_target,0.0,2,False,False,181,487,221,5,75641802,171,0.7339,4,4
5,0,10,4,-0.015440542701452033,mid,0.41144734435792657,reinforce,,,,,,,,,0,True,False,4,477,10,1,75641802,191,0.8197,4,0
12,3,3,1,-0.6722471326535628,rear,0.40858892565000593,reinforce,,16.0,2.0,43.0,2.0,1.3262862432754234,priority_target,0.0737980880436603,2,False,False,7,375,18,2,75642437,294,0.7597,4,8
5,3,10,5,-0.49330565758722644,bastion,0.08443616914891103,reinforce,,3.0,2.0,6.0,2.0,0.23671717654453417,contested,0.08125461649136605,1,False,False,10,350,20,1,75642437,355,0.9173,4,5
20,2,3,1,-1.06067685637354,isolated,0.08125461649136605,enemy,,12.0,2.0,21.0,1.0,-0.011771176181721299,contested,0.0,3,False,False,2,319,4,2,75642437,335,0.8656,4,0
1,3,8,2,-1.1957794447504122,rear,0.14871012336297845,reinforce,,4.0,2.0,10.0,5.0,0.8309087989697297,priority_target,0.15290982777522125,0,True,False,2,268,3,1,75642437,322,0.832,4,5
10,2,18,1,0.6222840708022813,easy_target,0.2087565185959949,enemy,2.0,29.0,2.0,14.0,2.0,0.9082462137476306,contested,0.07539924266702049,2,False,False,2,277,3,1,75642437,256,0.6615,4,5
3,3,45,5,-1.1648123275242597,hard_far,0.5563693004013793,enemy,25.0,30.0,0.0,1.0,2.0,3.1506764960686624,easy_target,0.07705036142936497,3,False,False,22,90,33,3,75648312,24,0.1333,4,0
9,1,14,3,-1.2813445567090214,hard_far,0.8459906909408732,enemy,23.0,21.0,-1.0,18.0,4.0,3.156970781336082,priority_target,0.2584375261981398,0,True,False,25,64,25,3,75649223,42,0.2246,4,0
11,0,65,5,1.8696291901817843,easy_target,0.306515638239146,enemy,1.0,11.0,0.0,45.0,5.0,1.8696291901817843,easy_target,,3,False,True,211,3482,212,4,75653592,203,0.9442,4,0
22,-1,9,1,-0.6390178670257196,mid,0.1921509234866988,neutral,,7.0,-1.0,5.0,5.0,2.0586283367357705,priority_target,0.43334035389670406,3,False,False,18,49,18,3,75665474,32,0.4,2,0
4,0,38,5,-1.4926609066810856,hard_far,0.7517334256361418,enemy,10.0,2.0,-1.0,52.0,4.0,1.767867089776786,priority_target,0.3413043288926306,2,False,False,20,59,20,5,75672648,31,0.1867,2,0
6,0,48,5,1.8976374733539083,contested,0.10251990661453532,reinforce,1.0,6.0,1.0,7.0,5.0,1.8976374733539083,contested,,6,False,True,17,215,42,1,75672648,65,0.3916,2,0
3,1,5,5,-0.3913852904262707,rear,0.24368414610948438,reinforce,,6.0,-1.0,82.0,5.0,1.9554676660918013,priority_target,0.21126013435838065,1,False,False,65,177,65,5,75674654,69,0.3485,2,0
17,3,39,2,0.40911944308743575,contested,0.42571021884124094,reinforce,,13.0,2.0,103.0,1.0,0.32685757198786797,periphery,0.07193087566478046,0,True,False,30,679,41,4,75678884,282,0.5767,4,0
28,1,16,2,-0.746817127643505,contested,0.29840359161322827,reinforce,,11.0,-1.0,72.0,3.0,2.662270012072026,priority_target,0.09267427436452846,2,False,False,14,134,24,3,75681966,50,0.3497,4,0
28,1,6,1,,,0.443428597183224,enemy,,23.0,1.0,28.0,3.0,1.5440325090856168,contested,0.20094716366855225,0,True,False,18,534,27,5,75684015,60,0.3681,2,1
19,3,15,1,-1.084963888384768,isolated,0.19498756493637714,reinforce,,,,,,,,,0,True,False,4,338,8,3,75693368,201,0.971,4,19
10,3,17,4,0.8822701321673416,contested,0.2175543145521347,reinforce,,22.0,2.0,6.0,3.0,2.8521373144343993,easy_target,0.0,1,False,False,31,186,32,2,75693368,141,0.6812,4,0
2,3,3,2,0.4625789135259513,contested,0.10502994304598243,enemy,4.0,26.0,1.0,23.0,3.0,2.3679605365619136,contested,0.183171083905121,0,True,False,37,109,37,3,75693368,123,0.5942,4,0
22,0,20,3,-0.052186679260305735,periphery,0.3499279439198677,enemy,7.0,21.0,3.0,67.0,3.0,2.1391541888388756,priority_target,0.0786471468827124,1,False,False,24,231,37,3,75693368,50,0.2415,4,0
24,-1,18,1,,,0.25252970058993207,neutral,,16.0,0.0,40.0,2.0,2.496665344588664,easy_target,0.0,3,False,False,5,559,31,3,75696094,156,0.8125,2,18
20,1,26,3,0.2705529230600131,mid,0.38536226267479234,reinforce,,,,,,,,,0,True,False,3,721,11,2,75696094,170,0.8854,2,11
4,-1,47,5,0.6567010781607298,priority_target,0.09954551800999616,neutral,1.0,4.0,-1.0,47.0,5.0,0.6567010781607298,priority_target,,2,False,True,48,574,48,5,75696709,80,0.6349,4,0
9,1,68,4,-0.6605970606464235,bastion,0.08456489815618998,reinforce,,35.0,2.0,17.0,1.0,0.5530200093459453,periphery,0.08061294580567238,5,False,False,12,517,12,3,75697366,122,0.5495,4,2
12,1,351,3,-0.028467311246594018,mid,0.0845198332775676,reinforce,,22.0,0.0,44.0,3.0,1.3631419253675772,contested,0.08242049718450739,2,False,False,15,1347,15,5,75698121,134,0.8481,2,1
10,3,8,2,-0.48066056872513563,isolated,0.5949722283635716,reinforce,,,,,,,,,0,True,False,32,749,75,4,75699482,299,0.9967,4,13
2,0,9,4,0.7178374105979115,hard_far,0.26050357446216493,enemy,4.0,14.0,0.0,11.0,1.0,1.9935211745276669,easy_target,0.08851986379304844,5,False,False,39,273,40,2,75699482,163,0.5433,4,0
10,3,35,2,-0.44380839669066297,isolated,0.4583682166761388,reinforce,,,,,,,,,2,False,False,2,821,13,1,75699482,265,0.8833,4,23
7,3,9,2,-0.2757154331643638,isolated,0.45300690136148763,reinforce,,,,,,,,,0,True,False,2,688,3,1,75699482,296,0.9867,4,11
13,0,2,2,-2.136360004347174,hard_far,0.08055947893693376,reinforce,7.0,22.0,1.0,15.0,4.0,0.8393350633368708,contested,0.2278395206574716,2,False,False,22,582,22,3,75699913,131,0.8239,2,0
5,3,44,5,0.41717399118713544,mid,0.2792765425424902,reinforce,,,,,,,,,0,True,False,32,1885,32,3,75709643,200,0.8065,4,3
11,3,47,3,-1.2584060883096442,hard_far,0.5894002494983588,enemy,11.0,19.0,2.0,10.0,5.0,3.0431190538393436,easy_target,0.24383137469263952,2,False,False,31,513,41,3,75709643,91,0.3669,4,0
10,2,5,4,-0.15340221080115557,contested,0.12286066615223065,reinforce,,8.0,-1.0,74.0,4.0,1.845337974837747,contested,0.12286066615223067,2,False,False,23,163,23,4,75710307,53,0.3136,4,0
5,0,7,1,-0.4934217648861024,mid,0.21235543974208726,reinforce,,,,,,,,,0,True,False,4,576,12,1,75714286,362,0.9891,4,15
25,2,14,2,0.20298531883964988,frontline,0.11248490287031222,enemy,,24.0,2.0,6.0,2.0,1.2342015329914162,contested,0.10737169048919949,3,False,False,45,322,50,2,75716279,186,0.8122,4,1
10,0,3,3,-0.8011012431608506,rear,0.22524869017882984,reinforce,,11.0,1.0,825.0,3.0,-2.063927903631169,priority_target,0.12385242690426165,0,True,False,5,46,5,5,75717722,482,0.9659,4,5
4,0,3,3,-0.36841852289285215,hard_far,0.11940297773762795,reinforce,4.0,16.0,3.0,9.0,1.0,1.1145164375362766,contested,0.08357000566709415,0,True,False,16,182,26,2,75731565,209,0.6656,4,2
11,2,26,3,0.7664861505260412,hard_far,0.148111046160867,enemy,10.0,7.0,2.0,56.0,3.0,2.869350776577357,priority_target,0.14057764024044478,0,True,False,173,345,345,4,75738228,199,0.7866,4,0
12,2,22,4,-1.2622148906203703,priority_target,0.6945681435924834,reinforce,14.0,15.0,0.0,9.0,4.0,2.110941579861323,easy_target,0.08894417341873284,1,False,False,22,282,22,4,75749145,267,0.837,4,0
8,0,111,4,-0.41666047123318173,isolated,0.6197836760265487,reinforce,,12.0,2.0,180.0,4.0,0.42609706539501835,priority_target,0.0,8,False,False,35,813,41,2,75749145,246,0.7712,4,1
13,0,19,4,-0.09814575404475065,bastion,0.0889441734187328,reinforce,,3.0,2.0,13.0,3.0,1.3387008917606384,contested,0.2278247912647737,3,False,False,12,538,12,3,75749145,253,0.7931,4,0
6,1,22,4,-0.0006667014417424122,contested,0.5354082643848083,reinforce,,18.0,0.0,154.0,3.0,1.3523611587390372,priority_target,0.08362235799136161,0,True,False,18,235,18,4,75755341,140,0.7568,2,0
25,1,4,1,-0.06933756196169213,frontline,0.3871505305866605,reinforce,,18.0,0.0,3.0,3.0,1.8145714413350056,contested,0.30156515589194316,1,False,False,18,389,28,1,75755341,88,0.4757,2,0
11,0,8,2,-1.3171290945547312,periphery,0.3323168125247983,enemy,12.0,4.0,0.0,82.0,4.0,1.2003804053015594,priority_target,0.23400804220494628,2,False,False,24,415,65,3,75755341,86,0.4649,2,0
4,2,3,3,-0.9539512213667698,rear,0.2955608051861463,reinforce,,0.0,0.0,31.0,5.0,3.099848411917545,priority_target,0.15943333196190895,0,True,False,10,69,10,5,75773401,29,0.2437,4,0
15,1,5,2,-0.47604518252115574,rear,0.13299272351002595,reinforce,,4.0,-1.0,47.0,2.0,1.540546951788064,priority_target,0.1861136943667221,2,False,False,2,313,2,1,75778962,113,0.9741,2,5
14,1,17,2,0.598714510350066,contested,0.5367312649499102,reinforce,,31.0,0.0,10.0,4.0,1.5371546073812064,priority_target,0.23977474889591355,2,False,False,16,226,16,2,75778962,80,0.6897,2,1
2,1,148,3,-0.3921724211606362,mid,0.14642594329353162,reinforce,,13.0,0.0,64.0,3.0,-0.1799707434749295,periphery,0.2334088828407413,0,True,False,36,1159,36,4,75781174,143,0.7526,2,1
5,-1,39,3,0.8768088880077902,easy_target,0.09918891240576776,neutral,3.0,2.0,-1.0,83.0,4.0,2.358972794412586,priority_target,0.22480745216033954,3,False,False,29,582,30,5,75783641,68,0.5113,4,0
9,1,20,5,0.12323633816259522,bastion,0.2515375575513585,reinforce,,6.0,3.0,37.0,3.0,1.049517141832336,contested,0.25478274540271256,2,False,False,10,938,10,3,75783641,94,0.7068,4,0
11,-1,84,3,3.0184620271726095,easy_target,0.12743725807655604,neutral,1.0,11.0,3.0,4.0,3.0,3.0184620271726095,easy_target,,8,False,True,29,809,154,3,75789044,89,0.1784,4,0
22,1,60,2,-2.6493400438124093,hard_far,0.28292341019762607,enemy,13.0,29.0,1.0,0.0,1.0,0.7836750339277045,contested,0.0772619396906166,0,True,False,13,348,19,1,75796408,212,0.8154,2,3
3,2,21,4,1.232411871308607,frontline,0.43961092911849137,reinforce,,11.0,1.0,727.0,4.0,2.0380900946934526,priority_target,0.12091276634519633,2,False,False,25,2601,332,4,75811302,317,0.898,4,6
5,1,9,2,1.9535558529015458,contested,0.11490566701550566,reinforce,3.0,17.0,2.0,15.0,4.0,2.8772861004374106,easy_target,0.09628353415247493,0,True,False,20,339,23,3,75811319,245,0.491,4,0
12,2,9877,3,1.1361517901094658,frontline,0.08261991042130606,reinforce,,24.0,1.0,31.0,1.0,1.405856294304266,contested,0.0747406376852464,6,False,False,24,19152,56,2,75811319,497,0.996,4,0
9,2,49,2,-0.44012893297516886,frontline,0.09458933310771485,reinforce,,4.0,0.0,36.0,4.0,2.072164521735081,priority_target,0.0,3,False,False,12,6689,16,3,75811794,303,0.6072,4,0
19,2,6258,3,-0.07325531546312802,mid,0.6009166785657892,reinforce,,15.0,3.0,4.0,1.0,1.3407113805201476,contested,0.08151598744463769,4,False,False,30,12117,30,3,75811794,437,0.8758,4,0
3,0,50,5,0.2518609350977381,mid,0.7032594026613078,reinforce,,25.0,1.0,39.0,1.0,1.1932417278203857,contested,0.07466739930854938,9,False,False,101,16072,108,4,75813241,357,0.7154,2,0
10,1,10,1,0.4840613001129117,contested,0.5732859495041033,enemy,3.0,25.0,1.0,18.0,1.0,1.2873031842792642,contested,0.07466739930854936,8,False,False,104,14838,114,5,75813241,336,0.6733,2,0
7,1,75,3,-0.777640577771678,bastion,0.44477272755607067,reinforce,,18.0,3.0,29.0,2.0,2.6584165068305303,easy_target,0.0,8,False,False,37,504,39,2,75816344,135,0.3629,4,0
8,0,27,5,0.30045745517677075,bastion,0.11455200354664756,reinforce,,26.0,2.0,110.0,2.0,1.805333590432804,priority_target,0.07492295456698193,0,True,False,9,205,17,1,75816344,61,0.164,4,0
5,0,62,2,0.8325610577957689,frontline,0.3553878366657647,enemy,,9.0,0.0,13.0,2.0,2.2624245188922254,easy_target,0.12316922636573897,0,True,False,7,209,22,3,75818582,112,0.855,2,10
7,3,47,2,-1.0260811306289048,rear,0.23271026550954876,reinforce,,11.0,2.0,5.0,5.0,2.3134445639610495,easy_target,0.12886115085459673,2,False,False,303,891,319,3,75820420,289,0.5792,4,0
4,0,35,4,0.5544386011417846,frontline,0.6882080361272659,enemy,,0.0,0.0,61.0,3.0,2.917414853586312,priority_target,0.0,2,False,False,7,277,7,4,75822068,168,0.866,4,5
30,-1,23,1,-1.4266669908307335,periphery,0.6362618561443715,neutral,26.0,17.0,1.0,24.0,2.0,2.7629658267739554,contested,0.2747008006581153,5,False,False,17,183,90,3,75822068,33,0.1701,4,0
13,3,81,1,-3.0254761130241725,periphery,0.6021469783605303,enemy,20.0,30.0,-1.0,23.0,1.0,1.1876955751235576,easy_target,0.07170520615898211,4,False,False,21,177,21,4,75822068,100,0.5155,4,0
33,-1,9,1,-2.229546497748713,periphery,0.6172853375902236,neutral,16.0,30.0,0.0,20.0,5.0,1.9424695712687774,easy_target,0.09236382056307083,0,True,False,10,500,17,2,75823093,113,0.5979,2,3
30,1,59,2,1.7050553732212599,contested,0.12143904444934021,enemy,1.0,30.0,1.0,0.0,2.0,1.7050553732212599,contested,,5,False,True,11,293,11,1,75825491,65,0.4887,2,0
21,0,12,4,0.045145612722441476,bastion,0.33676043542440426,reinforce,,13.0,1.0,4.0,3.0,1.91501467953229,easy_target,0.0,4,False,False,35,402,35,5,75825491,82,0.6165,2,0
6,1,19,1,-0.7066097775734486,isolated,0.3303669756725718,reinforce,,25.0,-1.0,17.0,1.0,0.7717556264311665,contested,0.17812240385741232,0,True,False,33,261,33,2,75825491,87,0.6541,2,0
10,1,15,2,-1.2020596675076483,rear,0.07873236468648888,enemy,,7.0,1.0,71.0,5.0,0.9898722910670676,priority_target,0.15663260780638655,2,False,False,66,763,101,4,75828924,104,0.8254,2,1
10,0,3,3,2.0556315975509127,contested,0.09403168527777338,enemy,1.0,10.0,0.0,0.0,3.0,2.0556315975509127,contested,,1,False,True,17,440,18,3,75836803,113,0.2265,2,0
26,-1,21,1,,,0.15129642924708914,neutral,,17.0,0.0,82.0,4.0,1.38528390141192,priority_target,0.08266310670998539,3,False,False,19,758,76,4,75838010,158,0.5563,4,2
15,1,43,4,1.6443214580223569,priority_target,0.23479973098362614,enemy,1.0,15.0,1.0,81.0,4.0,1.6443214580223569,priority_target,,6,False,True,101,256,103,5,75840368,67,0.5403,2,0
6,1,55,1,-1.3198601452166228,periphery,0.10960002360625308,enemy,22.0,14.0,3.0,56.0,4.0,2.212659179184937,contested,0.0830420787517627,1,False,False,13,133,13,4,75843963,147,0.4579,4,0
33,1,8,1,-1.0517964256703871,periphery,0.10046973271899805,enemy,15.0,10.0,-1.0,73.0,1.0,-0.1510053848543545,hard_far,0.0816938176418805,1,False,False,30,869,30,4,75843963,289,0.9003,4,0
5,0,6,2,-0.11800477736296956,frontline,0.1249102575314516,enemy,,11.0,0.0,23.0,3.0,2.0809487380157767,easy_target,0.0,0,True,False,1,144,1,1,75845040,79,0.622,2,0
9,0,300,4,0.5398195207091819,hard_far,0.1397775613407609,enemy,17.0,23.0,0.0,246.0,5.0,5.0903493354804565,priority_target,,0,True,False,358,0,358,5,75847145,186,0.3727,4,0
1,0,6,2,1.715743581745289,contested,0.08859994501868221,enemy,1.0,1.0,0.0,6.0,2.0,1.715743581745289,contested,,4,False,True,50,895,62,4,75848499,132,0.9231,2,0
5,1,6,3,-1.0336557406576359,rear,0.2053042492458698,reinforce,,1.0,0.0,104.0,4.0,1.4572108267144275,priority_target,0.0,4,False,False,48,172,48,3,75851051,131,0.6359,2,1
6,1,15,5,-0.5463367320918144,bastion,0.10475080012759899,reinforce,,19.0,0.0,60.0,5.0,2.695546242611262,priority_target,0.0,0,True,False,15,205,15,5,75852143,114,0.3918,2,0
6,0,10,3,-0.5767732732756389,rear,0.09408634197670984,reinforce,,1.0,1.0,176.0,4.0,0.5992099042813233,priority_target,0.10228449509758258,0,True,False,4,455,4,4,75853717,201,0.6612,4,10
9,0,4,4,0.5082850412897562,frontline,0.6143369281639356,reinforce,,1.0,1.0,176.0,4.0,1.5663837319490743,priority_target,0.08691451775660777,0,True,False,4,247,4,2,75853717,203,0.6678,4,8
25,0,18,1,-1.3311702142543864,isolated,0.08427300993133799,reinforce,,1.0,1.0,143.0,4.0,0.37856643370859455,priority_target,0.1422371803659222,0,True,False,46,390,46,3,75853717,196,0.6447,4,2
6,2,12,3,-0.6360388464860582,rear,0.08427300993133799,reinforce,,21.0,3.0,80.0,2.0,1.9329350567749028,contested,0.268950257508865,0,True,False,14,114,14,1,75853717,41,0.1349,4,0
27,1,32,1,0.36332697774775813,easy_target,0.07806718480618781,reinforce,7.0,20.0,0.0,40.0,4.0,2.0832124580617175,contested,0.3268871590322122,2,False,False,20,259,23,5,75854043,71,0.3515,2,0
22,-1,13,1,,,0.5993131351705545,neutral,,2.0,3.0,31.0,4.0,3.1553600739091476,easy_target,0.0,3,False,False,108,763,108,4,75854436,177,0.9516,4,1
6,1,36,3,-1.1139340627725742,hard_far,0.6962212988176162,enemy,10.0,9.0,-1.0,47.0,2.0,0.6159882543764047,hard_far,0.08173259738580488,0,True,False,8,143,8,2,75854976,88,0.5535,2,0
7,-1,47,1,-0.6468465670236772,hard_far,0.2343132526947048,neutral,15.0,10.0,-1.0,30.0,3.0,1.7137054872580537,priority_target,0.22165765246213529,3,False,False,36,249,36,4,75862353,40,0.1465,4,1
21,1,29,2,-0.8749037897812509,periphery,0.5296150531933358,enemy,9.0,8.0,1.0,4.0,2.0,1.7035133713358486,easy_target,0.0,1,False,False,9,268,9,1,75862477,103,0.5124,2,0
23,-1,30,1,-0.21516835058030112,hard_far,0.05120371163995725,neutral,14.0,34.0,-1.0,29.0,1.0,1.5074653369214766,priority_target,0.0654912456197128,3,False,False,1,118,1,1,75866275,83,0.3609,2,0
30,0,13,1,-1.260167592322879,periphery,0.4960483094392293,enemy,21.0,20.0,-1.0,30.0,1.0,1.6078694936157607,priority_target,0.19261534840363664,2,False,False,41,135,41,1,75866275,112,0.487,2,0
17,1,41,5,1.1449362892219606,contested,0.0873434061783965,reinforce,,29.0,0.0,34.0,1.0,1.1257791104251782,contested,0.08391113379964257,2,False,False,31,463,31,3,75880085,159,0.7395,2,0
22,2,23,4,1.0951818650454204,frontline,0.07674457587736433,reinforce,,8.0,-1.0,86.0,4.0,2.4246475329149364,priority_target,0.08264375485104136,0,True,False,10,139,11,1,75882192,80,0.6202,4,0
12,0,27,3,1.1583772346103407,priority_target,0.5669512117862244,enemy,1.0,12.0,0.0,80.0,3.0,1.1583772346103407,priority_target,,0,True,True,4,235,16,4,75890977,181,0.683,2,1
6,-1,1,3,0.21011021574073172,periphery,0.20847859545037592,neutral,6.0,14.0,0.0,18.0,3.0,1.2933011344121643,priority_target,0.306573917049303,0,True,False,17,149,17,3,75890977,78,0.2943,2,0
5,1,47,5,0.6421598964043143,frontline,0.17669262746034245,reinforce,,12.0,-1.0,23.0,1.0,0.5072954899861594,periphery,0.09007031444331239,4,False,False,34,285,34,3,75890978,137,0.7405,2,1
10,1,11,4,1.4990430851531784,contested,0.08519157649712054,reinforce,1.0,10.0,0.0,22.0,4.0,1.4990430851531784,contested,,1,False,True,7,782,7,1,75891081,72,0.6261,2,0
7,3,9,3,0.4891346563594747,contested,0.08302079763732337,reinforce,,0.0,-1.0,38.0,1.0,1.6471396517950947,easy_target,0.2399130985588659,1,False,False,86,213,86,2,75895003,301,0.6032,4,0
8,0,29,1,-2.2804228411985736,hard_far,0.5266762370174242,enemy,24.0,29.0,-1.0,21.0,1.0,1.3891478182483563,priority_target,0.07566941716063569,2,False,False,25,202,25,5,75896280,68,0.4072,2,0
17,1,31,5,0.06551732284167261,bastion,0.1109936330266831,reinforce,,6.0,-1.0,14.0,3.0,2.2911807617719373,contested,0.1975329243233819,3,False,False,30,129,32,5,75896280,53,0.3174,2,0
18,0,13,4,1.4937601237626001,contested,0.5877354650368372,enemy,1.0,18.0,0.0,13.0,4.0,1.4937601237626001,contested,,5,False,True,43,328,53,2,75896918,85,0.4293,2,3
2,1,10,1,-1.3230081584134954,rear,0.08436533403986055,reinforce,,13.0,-1.0,19.0,1.0,0.6340275013788147,easy_target,0.08802390082274425,4,False,False,11,244,11,5,75898624,106,0.848,2,3
5,0,17,3,1.8216487560096843,easy_target,0.09798471932880214,reinforce,1.0,5.0,1.0,6.0,3.0,1.8216487560096843,easy_target,,7,False,True,78,348,92,3,75899927,100,0.2004,2,1
22,1,60,5,-1.6595833229426968,priority_target,0.5838806129503403,enemy,16.0,19.0,1.0,4.0,2.0,1.58237782885235,easy_target,0.20035626110853194,7,False,False,28,312,28,5,75900177,62,0.31,2,1
8,0,5,1,-1.030377350820937,rear,0.21919215251139598,reinforce,,22.0,1.0,4.0,4.0,2.4649220109010233,priority_target,0.3785198536663126,1,False,False,15,448,16,1,75904310,234,0.6903,4,0
16,0,25,1,0.2837257364895098,frontline,0.0872484701841476,enemy,,20.0,0.0,40.0,4.0,4.127887986250879,priority_target,0.15947539042733194,0,True,False,4,11,4,4,75904310,230,0.6785,4,0
0,2,36,5,1.0911668003009203,priority_target,0.11104696905936966,enemy,1.0,0.0,2.0,133.0,5.0,1.0911668003009203,priority_target,,0,True,True,16,429,33,4,75905571,89,0.6642,4,0
1,1,1,1,-1.0211694680278007,bastion,0.3837986852074295,enemy,,10.0,-1.0,29.0,1.0,-0.1507860675817556,easy_target,0.09056996567417445,0,True,False,2,831,8,4,75908481,130,0.7182,4,3
11,0,41,2,-1.1312820825486463,bastion,0.3747946346587795,reinforce,,9.0,-1.0,42.0,2.0,0.2065057034530463,easy_target,0.08562853447430532,2,False,False,8,539,33,2,75908621,184,0.934,2,3
7,-1,60,1,0.29744831545642303,periphery,0.2252564263485252,neutral,2.0,5.0,-1.0,60.0,1.0,0.34898795149386264,periphery,0.13792937210865147,14,False,False,168,572,224,2,75908621,181,0.9188,2,3
28,2,67,2,-1.3651705405919603,rear,0.08057784192012349,reinforce,,18.0,1.0,0.0,4.0,1.1479767229187936,contested,0.14309256403958173,3,False,False,15,1191,148,4,75909571,120,0.2405,4,2
14,0,8,3,0.6965210223833626,contested,0.14055368351166658,enemy,,18.0,2.0,16.0,5.0,3.3131636248109424,easy_target,0.0,0,True,False,6,35,24,5,75910069,99,0.839,4,0
34,-1,34,1,,,0.2846754793556399,neutral,,29.0,0.0,6.0,3.0,1.4196758989756235,contested,0.08488767298520941,1,False,False,279,4707,343,5,75920471,462,0.9259,4,0
0,1,7,4,1.1798646075867834,priority_target,0.4028582538072274,enemy,5.0,21.0,-1.0,26.0,1.0,1.6555339952720485,priority_target,0.07966630887467918,2,False,False,34,155,34,2,75921657,67,0.6442,2,1
18,3,16,1,-0.9159465104519595,periphery,0.5362837050222686,enemy,17.0,20.0,3.0,25.0,4.0,4.397383373541292,priority_target,0.0,6,False,False,17,214,92,1,75923421,226,0.8828,4,0
6,1,15,5,0.23511240302929232,mid,0.47955736189247006,reinforce,,,,,,,,,2,False,False,15,222,15,5,75924157,166,0.9222,4,1
10,2,2,1,-1.7092465563864911,hard_far,0.5219284198956449,enemy,21.0,11.0,-1.0,26.0,1.0,1.4959248269312306,priority_target,0.2617050178672727,7,False,False,1,435,1,1,75925168,68,0.4,4,0
25,1,18,3,0.1495855353272121,frontline,0.6291390457308209,reinforce,,1.0,0.0,33.0,4.0,2.2624072707269414,priority_target,0.0,1,False,False,20,494,28,4,75925168,148,0.8706,4,1
0,1,16,4,-0.2584643878504596,rear,0.5268991871714278,reinforce,,17.0,0.0,8.0,1.0,2.2657429536954203,easy_target,0.09943755980039892,2,False,False,12,467,20,4,75925168,153,0.9,4,0
10,2,64,5,-0.024197617368344138,mid,0.24247410182008136,reinforce,,3.0,3.0,21.0,5.0,2.2415128009886165,priority_target,0.27384902584544274,2,False,False,34,216,44,5,75927245,95,0.4043,4,0
