episode_id,omega,n_planets,n_orbital,n_static,orbital_share,prod_total,prod_mean,prod_std,n_neutral_start,neutral_prod_share,mean_inter_dist,min_inter_dist,max_inter_dist,std_inter_dist,sun_blockage_share,home_to_nearest_neutral_median,home_to_home_median,n_home,size_bucket,has_orbital,map_type,kmeans_cluster
75697432,0.0277437916106232,28,4,24,0.1428571428571428,56.0,2.0,1.0690449676496976,28,1.0,61.29683537360996,9.959996636103323,113.69209030036762,27.156705878801773,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,2
75698121,0.0287476287431732,32,0,32,0.0,76.0,2.375,1.3169567191065925,32,1.0,60.471516560805775,10.170683505101549,116.9198314607968,27.274259254724896,0.1532258064516129,0.0,0.0,0,medium,0,medium_static,4
75699482,0.0488571827239252,32,4,28,0.125,64.0,2.0,1.224744871391589,32,1.0,56.05786663320426,10.22937958607914,106.36456354020429,24.71574582916731,0.1612903225806451,0.0,0.0,0,medium,1,medium_orbital,3
75699913,0.0339335809577478,28,4,24,0.1428571428571428,92.0,3.2857142857142856,1.27775312999988,28,1.0,58.01172358429737,10.969381108225129,115.2625777132554,25.225817174261927,0.1428571428571428,0.0,0.0,0,medium,1,medium_orbital,2
75700277,0.0413839134750689,28,4,24,0.1428571428571428,100.0,3.5714285714285716,1.178030178747903,28,1.0,58.03747102276767,10.931198858072737,110.52429514503126,25.60705436975126,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,3
75701419,0.0359919615840943,36,0,36,0.0,84.0,2.3333333333333335,1.2472191289246473,36,1.0,61.5389210600167,10.757952537783693,124.53440052130335,27.572452587734578,0.1365079365079365,0.0,0.0,0,large,0,large_static,4
75701856,0.0406815337561462,28,0,28,0.0,76.0,2.7142857142857144,1.2777531299998797,28,1.0,60.14948742287435,10.380563692878736,109.58682427586288,26.445908730545767,0.1322751322751322,0.0,0.0,0,medium,0,medium_static,4
75706370,0.0331456636682347,28,0,28,0.0,88.0,3.142857142857143,1.884415136896131,28,1.0,62.70286567973943,10.106565171654934,110.85973245696248,27.400688365605944,0.1111111111111111,0.0,0.0,0,medium,0,medium_static,4
75709643,0.0286926404948545,28,4,24,0.1428571428571428,92.0,3.2857142857142856,1.27775312999988,28,1.0,58.655978746854615,12.071206030521338,111.30985944380431,25.578978736440497,0.1322751322751322,0.0,0.0,0,medium,1,medium_orbital,2
75710307,0.0311878859375056,24,0,24,0.0,100.0,4.166666666666667,0.6871842709362769,24,1.0,60.30056585023805,13.417197899133312,103.45801040030432,25.663781903668912,0.0869565217391304,0.0,0.0,0,small,0,small_static,1
75714286,0.0295733354148955,28,0,28,0.0,40.0,1.4285714285714286,0.7284313590846836,28,1.0,60.19266040621829,10.627991541080709,113.5242894885531,25.721691078794606,0.0899470899470899,0.0,0.0,0,medium,0,medium_static,4
75716279,0.0311157280571892,28,4,24,0.1428571428571428,64.0,2.2857142857142856,0.880630571852711,28,1.0,61.460411761798845,10.214187758260229,124.76328057645438,27.043710234337304,0.1322751322751322,0.0,0.0,0,medium,1,medium_orbital,2
75717722,0.0468550064433895,28,4,24,0.1428571428571428,60.0,2.142857142857143,1.4568627181693672,28,1.0,59.139621072524434,9.463587011674084,115.00968835080371,25.98322884590714,0.1428571428571428,0.0,0.0,0,medium,1,medium_orbital,3
75731565,0.0284488409208236,24,4,20,0.1666666666666666,52.0,2.1666666666666665,0.8975274678557507,24,1.0,59.48225762715229,11.818583542200097,114.9093888295849,25.77859814378672,0.144927536231884,0.0,0.0,0,small,1,small_orbital,2
75733699,0.0349812788747021,36,4,32,0.1111111111111111,92.0,2.5555555555555554,1.2570787221094175,36,1.0,59.92939722520992,10.140919385571976,120.53647814445291,26.58435939841468,0.1174603174603174,0.0,0.0,0,large,1,large_orbital,2
75736695,0.0461359868777612,24,4,20,0.1666666666666666,72.0,3.0,1.4142135623730951,24,1.0,58.28069264439033,10.387550631754673,102.02619168977968,24.730960543953948,0.1159420289855072,0.0,0.0,0,small,1,small_orbital,3
75738228,0.0409559090516589,36,4,32,0.1111111111111111,72.0,2.0,1.0540925533894598,36,1.0,60.36406984322712,10.562559867063811,118.9982430382942,27.00739097989468,0.1301587301587301,0.0,0.0,0,large,1,large_orbital,3
75743036,0.030107797803914,24,0,24,0.0,60.0,2.5,1.8027756377319943,24,1.0,62.896314945785136,12.807377702869449,119.42558763910748,27.01800622727126,0.1014492753623188,0.0,0.0,0,small,0,small_static,1
75749145,0.047010785260064,28,4,24,0.1428571428571428,88.0,3.142857142857143,0.63887656499994,28,1.0,60.631455559713366,11.906513208873983,121.41707826170868,27.416498203166153,0.1851851851851851,0.0,0.0,0,medium,1,medium_orbital,3
75755341,0.0481538363235143,28,0,28,0.0,72.0,2.5714285714285716,1.3997084244475304,28,1.0,60.94362255038192,10.3783231255607,119.9372242906328,27.321897990489255,0.1746031746031746,0.0,0.0,0,medium,0,medium_static,0
75760975,0.033484704317697,28,4,24,0.1428571428571428,84.0,3.0,1.0690449676496976,28,1.0,59.80787095762561,11.714041619808455,114.95478315205985,26.057787703082106,0.1322751322751322,0.0,0.0,0,medium,1,medium_orbital,2
75761040,0.0374812231614292,32,4,28,0.125,88.0,2.75,1.479019945774904,32,1.0,60.0921609753637,10.298306275899892,114.52259941740512,26.465380043362657,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,3
75773401,0.0490157169197161,28,0,28,0.0,80.0,2.857142857142857,1.5518257844571737,28,1.0,60.23794634617126,10.316005641469344,123.57597240051768,26.659805283563177,0.1428571428571428,0.0,0.0,0,medium,0,medium_static,0
75776178,0.0321177331927059,32,0,32,0.0,96.0,3.0,1.5811388300841898,32,1.0,61.00974272621586,10.547976763013752,118.1979844254396,27.229894989712257,0.1451612903225806,0.0,0.0,0,medium,0,medium_static,4
75776353,0.0292852052682485,28,0,28,0.0,60.0,2.142857142857143,1.5518257844571737,28,1.0,59.860741293816616,10.21554053340677,120.35391952142932,26.42293015013131,0.1534391534391534,0.0,0.0,0,medium,0,medium_static,4
75777084,0.0388924465525815,36,4,32,0.1111111111111111,96.0,2.6666666666666665,1.4907119849998598,36,1.0,56.65091158706826,9.050689031013455,109.11818405962228,25.092066773889755,0.1492063492063492,0.0,0.0,0,large,1,large_orbital,3
75777398,0.0348349580217551,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.286204100310025,36,1.0,58.25145330947602,10.17439856275132,111.18974025237256,25.986843168978076,0.1492063492063492,0.0,0.0,0,large,1,large_orbital,2
75778169,0.0277202768289523,32,4,28,0.125,100.0,3.125,1.6153559979150107,32,1.0,58.93991874542288,11.819453736546045,120.59207999145828,25.970634531384444,0.1451612903225806,0.0,0.0,0,medium,1,medium_orbital,2
75778542,0.0257266439635184,24,4,20,0.1666666666666666,44.0,1.8333333333333333,1.462494064565354,24,1.0,55.8235671185044,11.973186402132873,104.01105160962568,23.62622190173819,0.1304347826086956,0.0,0.0,0,small,1,small_orbital,2
75778962,0.0396134866334699,32,4,28,0.125,68.0,2.125,0.927024810886958,32,1.0,59.22950455708771,10.566079268766384,113.11383839822588,26.324881982954903,0.1612903225806451,0.0,0.0,0,medium,1,medium_orbital,3
75781174,0.0371518405834003,24,4,20,0.1666666666666666,76.0,3.1666666666666665,0.6871842709362768,24,1.0,65.65893635169003,11.817035192966108,125.58225060200348,28.18924204780211,0.1304347826086956,0.0,0.0,0,small,1,small_orbital,1
75781277,0.0364810968006051,24,0,24,0.0,68.0,2.8333333333333335,1.5723301886761003,24,1.0,59.76519763412514,11.478041629363227,104.64887317076918,25.57398531903952,0.1304347826086956,0.0,0.0,0,small,0,small_static,0
75783574,0.0499487444154899,32,0,32,0.0,80.0,2.5,1.5811388300841898,32,1.0,61.56226797787734,10.749461301571818,122.92026896129852,27.018997166197543,0.1209677419354838,0.0,0.0,0,medium,0,medium_static,4
75783641,0.0279792295252568,36,4,32,0.1111111111111111,116.0,3.2222222222222223,0.7856742013183862,36,1.0,57.00618428957675,10.979028043721591,108.86884511462895,25.23666466313403,0.1301587301587301,0.0,0.0,0,large,1,large_orbital,2
75784201,0.0294226708874802,32,0,32,0.0,84.0,2.625,1.653594569415369,32,1.0,59.57559920191588,11.151802980537251,115.93575952642038,26.463222158908337,0.1290322580645161,0.0,0.0,0,medium,0,medium_static,4
75785726,0.0378658139635284,28,0,28,0.0,60.0,2.142857142857143,1.124858267715973,28,1.0,59.93928093889775,10.24764228845609,114.00633375137718,26.318336046457784,0.1216931216931216,0.0,0.0,0,medium,0,medium_static,4
75787078,0.0470745408684221,36,4,32,0.1111111111111111,76.0,2.111111111111111,1.1967032904743342,36,1.0,60.10959104377701,10.433886357937467,113.17003585107608,26.769165528107045,0.1301587301587301,0.0,0.0,0,large,1,large_orbital,3
75789044,0.0378409528127399,36,4,32,0.1111111111111111,84.0,2.3333333333333335,1.1547005383792517,36,1.0,59.678502485080514,9.104621736753506,120.6421349558962,26.88198948969367,0.1428571428571428,0.0,0.0,0,large,1,large_orbital,3
75791936,0.0282592714088129,24,0,24,0.0,60.0,2.5,1.2583057392117916,24,1.0,59.29467724856399,12.163565080595657,102.3790503268844,25.270282133426477,0.1304347826086956,0.0,0.0,0,small,0,small_static,1
75792704,0.0285521495590592,28,4,24,0.1428571428571428,104.0,3.7142857142857144,1.749635530559413,28,1.0,57.214555421406665,12.652567424869432,104.73328498783336,24.528291804027848,0.1111111111111111,0.0,0.0,0,medium,1,medium_orbital,2
75794847,0.0426299516525143,28,4,24,0.1428571428571428,76.0,2.7142857142857144,1.385051387833237,28,1.0,56.74653104866251,10.141772692914362,106.72721985606417,25.015914042963185,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,3
75796408,0.0336940541588649,36,4,32,0.1111111111111111,100.0,2.7777777777777777,1.617802197617893,36,1.0,58.51498148389458,9.711646526182095,118.5404237816666,25.7366141392168,0.1111111111111111,0.0,0.0,0,large,1,large_orbital,2
75797343,0.0437921308713731,20,0,20,0.0,56.0,2.8,0.9797958971132712,20,1.0,64.20162118073219,14.343432605472628,111.50401438529012,26.86338440126561,0.0947368421052631,0.0,0.0,0,small,0,small_static,1
75798580,0.030245496102715,32,4,28,0.125,76.0,2.375,1.4086784586980805,32,1.0,56.689027005641144,9.27154243545454,111.98491439419728,25.467689611371767,0.1774193548387097,0.0,0.0,0,medium,1,medium_orbital,2
75798980,0.027005421184116,28,0,28,0.0,76.0,2.7142857142857144,1.749635530559413,28,1.0,63.709983555315574,9.207530023855426,117.98653851832562,29.268474479325857,0.164021164021164,0.0,0.0,0,medium,0,medium_static,0
75800164,0.0306257962565086,24,4,20,0.1666666666666666,60.0,2.5,0.7637626158259734,24,1.0,59.264244335968755,12.757938982865095,109.09040840107076,25.395851030921225,0.144927536231884,0.0,0.0,0,small,1,small_orbital,2
75811302,0.0446502853183066,20,4,16,0.2,56.0,2.8,1.16619037896906,20,1.0,58.306472398590344,12.280136767393484,111.56760493644973,24.337589980745378,0.1578947368421052,0.0,0.0,0,small,1,small_orbital,3
75811319,0.0316897615044206,28,4,24,0.1428571428571428,84.0,3.0,1.3093073414159542,28,1.0,60.66968908967231,10.569922347488902,133.1779281345173,27.04300152145916,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,2
75811544,0.040686614173725,28,4,24,0.1428571428571428,68.0,2.4285714285714284,1.178030178747903,28,1.0,61.29645578028804,11.11802520533212,127.1510654667392,27.235254820144004,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,3
75811657,0.0393065968060751,36,0,36,0.0,88.0,2.4444444444444446,1.3425606637327303,36,1.0,58.350553779218146,10.672057079086343,113.28614052237886,26.028671770256985,0.1301587301587301,0.0,0.0,0,large,0,large_static,4
75811794,0.0451071491038821,20,0,20,0.0,52.0,2.6,1.019803902718557,20,1.0,58.14561285957006,11.52810149944411,100.21667177466978,24.494409801359,0.1368421052631579,0.0,0.0,0,small,0,small_static,0
75812685,0.0279010743917945,32,4,28,0.125,68.0,2.125,1.4523687548277813,32,1.0,56.77291025150114,9.227271356081417,110.74827686151056,25.01865611269594,0.1451612903225806,0.0,0.0,0,medium,1,medium_orbital,2
75813131,0.0360874451731186,28,4,24,0.1428571428571428,80.0,2.857142857142857,1.4568627181693672,28,1.0,56.97438154750014,10.85756329242408,114.37794303199269,25.090850626670544,0.1746031746031746,0.0,0.0,0,medium,1,medium_orbital,2
75813241,0.0489734536790423,28,4,24,0.1428571428571428,80.0,2.857142857142857,1.456862718169367,28,1.0,60.870867029740985,10.559564876927814,112.94684715789718,26.21984541798812,0.1322751322751322,0.0,0.0,0,medium,1,medium_orbital,3
75815070,0.0323570721924145,36,4,32,0.1111111111111111,84.0,2.3333333333333335,1.6329931618554518,36,1.0,58.34297932565375,9.090178536884428,115.77517908698832,25.913462666974983,0.1428571428571428,0.0,0.0,0,large,1,large_orbital,2
75815433,0.0398944891993498,20,0,20,0.0,52.0,2.6,1.9595917942265424,20,1.0,61.97061907210467,12.285959342411326,121.91553032327094,27.053230563132217,0.1789473684210526,0.0,0.0,0,small,0,small_static,0
75815465,0.0306502816880286,20,4,16,0.2,48.0,2.4,1.4966629547095769,20,1.0,60.73999115853227,10.5724586401233,110.28218547330016,25.58304974576327,0.1578947368421052,0.0,0.0,0,small,1,small_orbital,2
75816344,0.0298266259554974,32,4,28,0.125,76.0,2.375,1.4086784586980805,32,1.0,55.16519148032173,9.518208597121408,104.74709022447172,24.06966393439009,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,2
75816639,0.0336354122870771,24,4,20,0.1666666666666666,68.0,2.8333333333333335,1.0671873729054748,24,1.0,60.075389542293806,12.13916325172558,117.87293093027306,26.564408370637025,0.1739130434782608,0.0,0.0,0,small,1,small_orbital,2
75818582,0.0401557042711368,24,0,24,0.0,56.0,2.3333333333333335,0.7453559924999298,24,1.0,58.53038885843762,11.4145481019472,113.2792787903904,25.667766592119044,0.1594202898550724,0.0,0.0,0,small,0,small_static,0
75820022,0.0491742353196579,36,4,32,0.1111111111111111,100.0,2.7777777777777777,1.0304020550550783,36,1.0,57.93564748610819,9.952498348489224,116.1023105266668,25.622482161650737,0.1301587301587301,0.0,0.0,0,large,1,large_orbital,3
75820420,0.0384187779189285,28,0,28,0.0,68.0,2.4285714285714284,1.4982983545287878,28,1.0,64.24372173580966,10.296303104144895,132.00399983404603,28.540012481575097,0.1428571428571428,0.0,0.0,0,medium,0,medium_static,0
75822007,0.0344659755731857,28,0,28,0.0,88.0,3.142857142857143,0.9897433186107868,28,1.0,60.07814088661448,11.530592149742183,123.89736767185154,26.65844861079912,0.1428571428571428,0.0,0.0,0,medium,0,medium_static,4
75822068,0.0364956562866822,32,4,28,0.125,80.0,2.5,1.118033988749895,32,1.0,58.91418212660849,10.140647504279126,117.69147562600024,26.23381677156721,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,2
75823093,0.0414234088195837,36,4,32,0.1111111111111111,92.0,2.5555555555555554,1.6405358955814886,36,1.0,58.671858983023675,10.27743433712802,111.85246494195758,25.954385330584024,0.1365079365079365,0.0,0.0,0,large,1,large_orbital,3
75825240,0.0441102261302742,28,4,24,0.1428571428571428,100.0,3.5714285714285716,1.498298354528788,28,1.0,58.782114671499386,12.408676858502524,115.99268853131632,25.465979090769174,0.1322751322751322,0.0,0.0,0,medium,1,medium_orbital,3
75825491,0.0427193126073511,32,4,28,0.125,88.0,2.75,1.3919410907075054,32,1.0,60.8865946987752,9.806262440763758,114.50309244641876,27.075034927699615,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,3
75826365,0.0378308181330272,32,4,28,0.125,88.0,2.75,1.7853571071357126,32,1.0,57.37668040749885,9.680871933861738,112.9780251193566,25.493514877487083,0.1532258064516129,0.0,0.0,0,medium,1,medium_orbital,3
75826720,0.0449795280178803,32,4,28,0.125,96.0,3.0,1.4142135623730951,32,1.0,58.39078495511258,10.948018739164434,114.19528563822746,25.585311040747538,0.1290322580645161,0.0,0.0,0,medium,1,medium_orbital,3
75827029,0.0469225490915093,20,0,20,0.0,44.0,2.2,1.16619037896906,20,1.0,63.319933080615414,14.271321186839971,118.56312437333874,26.33003556738465,0.0947368421052631,0.0,0.0,0,small,0,small_static,1
75827649,0.0322070920798445,32,4,28,0.125,76.0,2.375,1.5761900266148114,32,1.0,57.25966524704691,10.306278776985666,117.57684052301276,25.593191922922767,0.1693548387096774,0.0,0.0,0,medium,1,medium_orbital,2
75828924,0.0257977066764325,28,0,28,0.0,112.0,4.0,1.3093073414159542,28,1.0,60.92623677811896,11.134437793733712,117.25107808293912,26.916981497749227,0.1534391534391534,0.0,0.0,0,medium,0,medium_static,4
75829171,0.0441143088027947,28,4,24,0.1428571428571428,68.0,2.4285714285714284,1.049781318335648,28,1.0,58.38108221050732,12.197011168344131,108.94932984558376,24.98789530498893,0.1216931216931216,0.0,0.0,0,medium,1,medium_orbital,3
75835292,0.0306786134925842,32,4,28,0.125,76.0,2.375,1.653594569415369,32,1.0,58.73288296888859,9.190558734025032,115.1686946119051,26.026939891241895,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,2
75836803,0.0341132564729496,32,4,28,0.125,64.0,2.0,0.8660254037844386,32,1.0,55.70098655668184,9.78410022791378,115.31888153501956,24.98843563622745,0.1693548387096774,0.0,0.0,0,medium,1,medium_orbital,2
75837587,0.0289877510574105,28,4,24,0.1428571428571428,76.0,2.7142857142857144,1.4846149779161804,28,1.0,54.57651035336675,10.602428985336765,110.43834500640112,23.798723517601164,0.164021164021164,0.0,0.0,0,medium,1,medium_orbital,2
75837588,0.0453777347781928,32,4,28,0.125,84.0,2.625,1.3169567191065925,32,1.0,57.381699152083534,9.816606339396854,107.8407016133728,25.52323603188185,0.1532258064516129,0.0,0.0,0,medium,1,medium_orbital,3
75838010,0.0254359381311397,24,4,20,0.1666666666666666,72.0,3.0,1.7320508075688772,24,1.0,59.42311649126264,11.690328661715563,102.61145582341948,25.30741099375576,0.1304347826086956,0.0,0.0,0,small,1,small_orbital,2
75840329,0.0489903229181722,24,0,24,0.0,60.0,2.5,1.2583057392117916,24,1.0,61.926916105658584,11.46654181285942,118.20378714955714,26.58492746866834,0.144927536231884,0.0,0.0,0,small,0,small_static,0
75840368,0.0373428577542149,28,0,28,0.0,72.0,2.5714285714285716,1.840585532389304,28,1.0,63.69526555701741,11.39188958734334,121.817464466973,27.909630305332943,0.1005291005291005,0.0,0.0,0,medium,0,medium_static,1
75843788,0.0496481966171956,32,0,32,0.0,108.0,3.375,1.4947825928876748,32,1.0,60.19355938138959,10.78308106450888,117.60329205218292,26.79249861690258,0.1290322580645161,0.0,0.0,0,medium,0,medium_static,4
75843963,0.0499036147975828,36,4,32,0.1111111111111111,120.0,3.3333333333333335,1.7638342073763935,36,1.0,60.75492530404756,10.780722769946808,128.28747149144678,27.084660211661458,0.1492063492063492,0.0,0.0,0,large,1,large_orbital,3
75845040,0.0269192050567462,24,0,24,0.0,56.0,2.3333333333333335,1.3743685418725535,24,1.0,65.6859214930654,11.503985890051142,131.14574949522074,28.26923045976306,0.1304347826086956,0.0,0.0,0,small,0,small_static,1
75845161,0.0303850437502604,32,4,28,0.125,88.0,2.75,1.1989578808281798,32,1.0,62.486964224044534,10.575412079323302,125.13609497936258,27.8165990273844,0.1370967741935483,0.0,0.0,0,medium,1,medium_orbital,2
75845337,0.0274772944990098,32,4,28,0.125,68.0,2.125,1.2686114456365274,32,1.0,58.725717176987864,10.597085637806066,116.11519611239817,25.99357910685853,0.1451612903225806,0.0,0.0,0,medium,1,medium_orbital,2
75845704,0.0372546238390535,36,4,32,0.1111111111111111,64.0,1.7777777777777777,1.030402055055078,36,1.0,60.28097368854696,9.838474538049836,120.07457942455922,26.86468243327944,0.1301587301587301,0.0,0.0,0,large,1,large_orbital,3
