uuid,numeric
f9095eaa-48a4-11f1-8d9f-0242ac130206,75911154
a3e03ffa-48a6-11f1-891b-0242ac130203,75911542
c0bae174-48a7-11f1-b5ba-0242ac130202,75911938
1a5a636e-48ab-11f1-bc08-0242ac130202,75912766
ddf96390-48b2-11f1-a961-0242ac130202,75914931
6deea028-48b3-11f1-bd19-0242ac130202,75915235
1b9f7f20-48bf-11f1-914c-0242ac130203,75918336
b9ae51c8-48c4-11f1-a7f4-0242ac130203,75920012
63a929a4-48c6-11f1-8772-0242ac130204,75920471
2d731ea6-48c8-11f1-a165-0242ac130204,75921008
68320e56-48ca-11f1-a583-0242ac130202,75921657
647d6e2c-48ca-11f1-b48d-0242ac130204,75921661
00c0e37c-48cb-11f1-b8ac-0242ac130204,75921861
017142a8-48d0-11f1-adcf-0242ac130203,75923421
961fbb12-48d2-11f1-a8a1-0242ac130203,75923998
3c6fd876-48d3-11f1-bc45-0242ac130206,75924157
43656286-48d3-11f1-a5e5-0242ac130204,75924167
d857cf72-48d4-11f1-b3df-0242ac130202,75924823
f42d712e-48d5-11f1-8a84-0242ac130204,75925168
4eefb2a4-48d9-11f1-9d64-0242ac130202,75926154
ac7e90ea-48dc-11f1-9f47-0242ac130203,75927019
3898ebca-48dd-11f1-9d3f-0242ac130204,75927245
c8bf87a4-48dd-11f1-aca8-0242ac130206,75927335
c3717c30-48dd-11f1-9bec-0242ac130205,75927373
ca5ecc00-48dd-11f1-bdaf-0242ac130206,75927389
e3df64a4-48de-11f1-9e29-0242ac130203,75927660
7614ce5e-48df-11f1-b240-0242ac130204,75927875
9cc98c50-48e0-11f1-80f1-0242ac130203,75928348
1a3531c6-48e1-11f1-8933-0242ac130202,75928517
b0fe9d90-48e1-11f1-806b-0242ac130203,75928760
0a077206-48e5-11f1-b718-0242ac130202,75929958
b47b3780-48e6-11f1-ae89-0242ac130204,75930440
b57e4190-48e6-11f1-8390-0242ac130203,75930516
482644ac-48e7-11f1-9cd2-0242ac130202,75930627
45bd6862-48e7-11f1-8c05-0242ac130203,75930684
e08a21fa-48f1-11f1-a249-0242ac130206,75934343
d4762838-48f5-11f1-a503-0242ac130206,75935643
96cf0d94-48f8-11f1-99a2-0242ac130203,75936669
48a863e8-48fa-11f1-aa2d-0242ac130204,75937328
666c9cfe-48fb-11f1-9619-0242ac130204,75937738
7ed6958c-48fc-11f1-8d7d-0242ac130204,75938056
7dd3bdd6-48fc-11f1-83a4-0242ac130202,75938189
4b874a16-48ff-11f1-aa4c-0242ac130203,75939046
5416d7c8-4904-11f1-97ca-0242ac130203,75940913
e7ac7254-4904-11f1-8bcb-0242ac130203,75941101
ae8354d6-4907-11f1-b32a-0242ac130203,75941873
3c3de3b8-4908-11f1-a7ee-0242ac130202,75942176
cb737890-4908-11f1-b849-0242ac130204,75942366
7f3978a6-490a-11f1-8841-0242ac130206,75943024
0937d1ce-490b-11f1-97c0-0242ac130204,75943167
b61b1cec-490c-11f1-9486-0242ac130203,75943919
e79750a0-4917-11f1-ab28-0242ac130204,75947221
b4cb4a3e-491a-11f1-a3cc-0242ac130202,75947997
6f50a9b6-4926-11f1-8632-0242ac130204,75951597
ef61c0b4-492a-11f1-ab1c-0242ac130204,75952877
23726d0c-492d-11f1-be98-0242ac130203,75953448
cdd2c584-492e-11f1-82d9-0242ac130204,75953848
f2abced6-4934-11f1-8bea-0242ac130203,75955697
85ab6160-4935-11f1-9e34-0242ac130202,75955828
4d828946-4938-11f1-8623-0242ac130203,75956569
1b8c1242-493b-11f1-aa21-0242ac130206,75957576
1b80d26a-493b-11f1-a6d0-0242ac130205,75957597
35333062-493c-11f1-84a9-0242ac130204,75957995
574ec336-493d-11f1-bb51-0242ac130204,75958272
1c5ddafc-4940-11f1-a5ae-0242ac130203,75959127
b1e9fb1e-4940-11f1-85ae-0242ac130202,75959329
4c9e7f72-4941-11f1-8327-0242ac130205,75959429
3e8db0b6-494f-11f1-9105-0242ac130206,75963673
c42dabae-494f-11f1-b6ef-0242ac130206,75963835
ceaa99d4-494f-11f1-b09f-0242ac130203,75963839
506903e8-4950-11f1-a2c3-0242ac130203,75963975
786405b8-4951-11f1-9492-0242ac130204,75964397
9691e07c-4952-11f1-9d50-0242ac130206,75964594
aa7b9b0e-4953-11f1-be89-0242ac130204,75964932
f6363f02-495a-11f1-bc92-0242ac130205,75967247
e0add416-4963-11f1-a1ba-0242ac130203,75969960
fd8cbb0a-4964-11f1-b463-0242ac130203,75970255
ff3bde9a-4964-11f1-94bd-0242ac130204,75970330
234a4f0a-4966-11f1-894c-0242ac130204,75970563
cf5ad62e-496c-11f1-bb36-0242ac130204,75972657
649e88d4-496d-11f1-b92f-0242ac130204,75972841
93e4f334-4973-11f1-b345-0242ac130205,75974716
91171678-4978-11f1-9173-0242ac130204,75976337
ac91677c-4983-11f1-98a8-0242ac130204,75979513
37f3c51c-4993-11f1-a311-0242ac130203,75984949
f8065580-499e-11f1-bdf1-0242ac130205,75991087
b1640fd0-49aa-11f1-aa89-0242ac130203,75994516
63aef578-49ac-11f1-b0b1-0242ac130203,75995072
7e1d21ae-49ad-11f1-9b0c-0242ac130203,75995342
a36143e0-49ae-11f1-ad16-0242ac130203,75995655
ad0ca6aa-49b3-11f1-bba8-0242ac130203,75996990
c5431834-49b4-11f1-91e7-0242ac130203,75997234
e23c4ca2-49b5-11f1-a83e-0242ac130203,75997519
192a1904-49b8-11f1-b0e2-0242ac130203,75998277
4336973a-49b9-11f1-a906-0242ac130206,75998641
ce078c8e-49b9-11f1-a4f3-0242ac130203,75998767
b14e6da2-49bd-11f1-8156-0242ac130202,75999774
058fed4e-49ca-11f1-b1f4-0242ac130205,76003630
7e509ad6-49ce-11f1-a10a-0242ac130205,76004820
2c9ea812-49e3-11f1-a8f4-0242ac130202,76011170
0fa6b584-49e7-11f1-8278-0242ac130203,76012428
e0fe1176-4a01-11f1-a836-0242ac130202,76020372
1ff770e6-4a09-11f1-bb62-0242ac130202,76022872
3fed1a6c-4a0a-11f1-8e11-0242ac130202,76023273
fb43ade4-4a23-11f1-85c0-0242ac130206,76032198
198f4064-4a25-11f1-a34a-0242ac130202,76032608
b529e272-4a39-11f1-83a0-0242ac130203,76039927
087e2d7c-4a3d-11f1-8d81-0242ac130204,76041054
9fa6bc14-4a42-11f1-81f2-0242ac130203,76042700
32c0f730-4a43-11f1-bc0b-0242ac130203,76042942
09b7ba1a-4a46-11f1-8c2e-0242ac130206,76044105
5639f774-4a49-11f1-991e-0242ac130203,76045205
59b49756-4a49-11f1-b03c-0242ac130202,76045306
69622bf0-4a53-11f1-a669-0242ac130206,76048458
ec15c2c4-4a57-11f1-b8e8-0242ac130202,76050389
5f07ea32-4a62-11f1-9109-0242ac130203,76056672
ed3fb0a0-4a62-11f1-ad68-0242ac130204,76056759
aa097eae-4a64-11f1-8024-0242ac130203,76057451
b9d0215c-4a65-11f1-8f89-0242ac130202,76057722
c5fa114a-4a6a-11f1-b6fd-0242ac130203,76059391
b274095c-4a77-11f1-9a4a-0242ac130206,76063562
3bb3defe-4a78-11f1-80fe-0242ac130204,76063621
7c486bf4-4a7a-11f1-9a13-0242ac130202,76064593
a36b236a-4a80-11f1-9751-0242ac130205,76066636
d5c40258-4a82-11f1-90f0-0242ac130206,76067195
37c16c7c-4a8b-11f1-a838-0242ac130205,76069664
229ed8ee-4a8f-11f1-a031-0242ac130203,76071073
b8ed45c4-4a8f-11f1-8be2-0242ac130206,76071285
4cfd8698-4a9f-11f1-b8bd-0242ac130203,76076198
ca5e6392-4aa8-11f1-ac9a-0242ac130204,76079057
1eab3338-4ab5-11f1-8df8-0242ac130203,76083186
9fd3d2a4-4abe-11f1-8254-0242ac130205,76086202
2a0209ec-4ac8-11f1-a869-0242ac130202,76089271
824fbb82-4acb-11f1-bab4-0242ac130205,76090421
e4a9f3da-4ad3-11f1-848f-0242ac130204,76093064
7af7937e-4ad4-11f1-a61f-0242ac130204,76093236
eb6f94cc-4ad8-11f1-8737-0242ac130203,76094449
99788e7e-4ada-11f1-8976-0242ac130206,76094900
15d31706-4adf-11f1-973b-0242ac130205,76096057
8534cf60-4aec-11f1-91c3-0242ac130206,76100053
4c1334bc-4aef-11f1-8293-0242ac130204,76100756
6c253eca-4af0-11f1-9bfb-0242ac130203,76101203
abbaced6-4af2-11f1-bd6f-0242ac130204,76101936
e8f026c0-4b01-11f1-8250-0242ac130203,76106874
7fcd4154-4b07-11f1-8908-0242ac130205,76108868
bac67292-4b09-11f1-8f13-0242ac130202,76109496
085dcdae-4b0d-11f1-a957-0242ac130203,76110823
0216a256-4b15-11f1-9a8d-0242ac130203,76114066
c4d4a7dc-4b17-11f1-bafc-0242ac130204,76115985
730dda98-4b19-11f1-b09a-0242ac130206,76116994
f9ab268c-4b19-11f1-b365-0242ac130202,76117280
a39e4e3a-4b24-11f1-b64a-0242ac130203,76121210
01253458-4b2d-11f1-88f5-0242ac130205,76123767
61543506-4b30-11f1-ae00-0242ac130205,76124992
614ecb98-4b35-11f1-846d-0242ac130203,76126715
6ae2f81e-4b35-11f1-a7c7-0242ac130203,76126728
f1a7d676-4b35-11f1-9292-0242ac130202,76126831
7ee86e88-4b36-11f1-8b9d-0242ac130203,76126973
818a508e-4b36-11f1-b7cd-0242ac130203,76126987
17bd97c8-4b3c-11f1-90e5-0242ac130203,76128697
bf43ae1a-4b46-11f1-bbfd-0242ac130203,76132264
73cbbe1c-4b4d-11f1-bdd4-0242ac130206,76134185
702f46fc-4b52-11f1-8e95-0242ac130203,76135954
6079af1e-4b5b-11f1-8261-0242ac130203,76139036
fc413c14-4b60-11f1-9a53-0242ac130205,76140744
590769ee-4b77-11f1-af26-0242ac130205,76147844
d9fdb554-4b80-11f1-8a03-0242ac130204,76151155
67abb220-4b81-11f1-b582-0242ac130205,76151331
af080342-4b8d-11f1-ba32-0242ac130202,76155798
7ced364a-4b90-11f1-bafa-0242ac130206,76156832
9b261fea-4b91-11f1-93c5-0242ac130204,76157049
9511c1e6-4b9f-11f1-8d23-0242ac130206,76161698
3d0df8be-4ba1-11f1-9f20-0242ac130203,76162286
f3b5c96a-4ba7-11f1-b4b1-0242ac130204,76164392
356aaf5e-4baf-11f1-8568-0242ac130203,76166997
fd2b409c-4bb1-11f1-b325-0242ac130204,76168171
55c899b8-4bb5-11f1-a1b2-0242ac130202,76169387
95a0ec38-4bca-11f1-b82d-0242ac130204,76176665
654e0bb2-4bcd-11f1-aaa6-0242ac130205,76177556
f5f0f3f0-4bcd-11f1-b7fb-0242ac130203,76177692
e0daada0-4be4-11f1-9264-0242ac130206,76185100
b3ec1692-4bff-11f1-9490-0242ac130203,76193676
772ccb9a-4c02-11f1-aae6-0242ac130206,76194670
d3a4d004-4c05-11f1-a9a4-0242ac130203,76195833
ac5561e6-4c0d-11f1-bd64-0242ac130206,76198561
a7b07b3a-4c0d-11f1-a89f-0242ac130203,76198576
733c6c6c-4c15-11f1-bc26-0242ac130204,76201225
310846da-4c1b-11f1-bc1b-0242ac130203,76202954
7beb7f30-4c22-11f1-ba57-0242ac130203,76205493
0b07f536-4c28-11f1-b710-0242ac130206,76207317
51dfb9de-4c42-11f1-b7e5-0242ac130203,76216031
f9d9354c-4c43-11f1-9aa5-0242ac130202,76216437
b5e400be-4c5d-11f1-8140-0242ac130202,76224773
f1829430-4c64-11f1-b7af-0242ac130203,76227451
86ce0cd6-4c65-11f1-9960-0242ac130206,76227620
200a7b64-4c6b-11f1-acd0-0242ac130203,76229337
290857fe-4c75-11f1-bcd3-0242ac130202,76232310
b62b150a-4c88-11f1-9bab-0242ac130204,76238738
53baaaf6-4c8e-11f1-8a82-0242ac130206,76240663
56595618-4c8e-11f1-a65a-0242ac130202,76240675
1c21a484-4c91-11f1-9588-0242ac130206,76241304
e163a844-4c93-11f1-a459-0242ac130203,76242405
1f4c3c0a-4c96-11f1-9ced-0242ac130202,76243092
e2ab5932-4ca1-11f1-8fb4-0242ac130204,76247232
ff64876e-4ca2-11f1-9afe-0242ac130203,76247605
0135d3d6-4ca8-11f1-9f7d-0242ac130204,76249460
72f0b3a8-4cba-11f1-ab6c-0242ac130203,76255902
5b444130-4cbe-11f1-a949-0242ac130203,76257210
072107e4-4cc0-11f1-b937-0242ac130205,76257789
44ed5d0a-4cc2-11f1-828e-0242ac130203,76258762
a094d810-4cc5-11f1-a90e-0242ac130203,76259847
3133d370-4cd1-11f1-9027-0242ac130203,76263558
33d624b2-4ce9-11f1-8aa4-0242ac130205,76271980
cb37fb6e-4cf3-11f1-bf1f-0242ac130204,76275892
f2ea07d2-4cf4-11f1-a880-0242ac130206,76276130
6a450058-4cfe-11f1-b678-0242ac130206,76279421
016c5f80-4d04-11f1-8a41-0242ac130202,76281340
60eb3438-4d07-11f1-822e-0242ac130203,76282382
c4d57d58-4d18-11f1-935e-0242ac130206,76287943
30751eb2-4d26-11f1-84a4-0242ac130205,76292858
db2ef8ae-4d27-11f1-97d6-0242ac130202,76293330
b0148aa0-4d2f-11f1-b8f7-0242ac130204,76296024
c59aacf6-4d3e-11f1-afb3-0242ac130206,76301352
0fc1bdc2-4d46-11f1-8e40-0242ac130202,76303822
7b47bc6a-4d5d-11f1-a536-0242ac130203,76312376
8dc35692-4d6c-11f1-a7a6-0242ac130204,76317443
5fd62b62-4d74-11f1-b2b7-0242ac130203,76319914
72604e44-4d82-11f1-83eb-0242ac130203,76324744
fbed54b8-4d82-11f1-a27c-0242ac130202,76324976
d4040f62-4d9d-11f1-9cbb-0242ac130206,76334869
3003f536-4da1-11f1-aef6-0242ac130203,76336072
36e910c0-4da6-11f1-bbe1-0242ac130204,76338140
50f3e642-4da7-11f1-93fa-0242ac130203,76338445
3ed44aac-4db0-11f1-854e-0242ac130203,76341498
a0b392a2-4db8-11f1-a009-0242ac130204,76344335
8bcfe6d4-4dbc-11f1-8967-0242ac130203,76345723
3a4a951a-4dd1-11f1-ac71-0242ac130204,76353192
716d5882-4dd3-11f1-993e-0242ac130204,76354266
a22a3ae8-4dde-11f1-8a2e-0242ac130205,76358451
8f9f637c-4de2-11f1-acf4-0242ac130203,76359751
c31204a6-4de4-11f1-a142-0242ac130203,76360514
a2d743bc-4def-11f1-9300-0242ac130203,76364693
01079bb2-4dfa-11f1-b836-0242ac130203,76369073
909abd7c-4dfa-11f1-bd1e-0242ac130203,76369368
4a6d463e-4e14-11f1-950e-0242ac130205,76379566
3edb8ad4-4e31-11f1-b9d5-0242ac130203,76395944
8460fe8e-4e33-11f1-b99c-0242ac130203,76397269
f85d7f20-4e3c-11f1-9340-0242ac130206,76404318
cbe34186-4e3d-11f1-89e5-0242ac130206,76404703
d2dcd262-4e3e-11f1-aef8-0242ac130203,76405377
d835d5ce-4e43-11f1-8db7-0242ac130202,76408494
19e590bc-4e59-11f1-876d-0242ac130203,76416544
58a87538-4e5b-11f1-ba9f-0242ac130205,76417215
619bfa66-4e65-11f1-a194-0242ac130203,76421250
59756c98-4e86-11f1-acf8-0242ac130202,76432784
2a86cc80-4e8e-11f1-ac8a-0242ac130204,76435455
ff7c029c-4ea3-11f1-8d33-0242ac130203,76443885
b0b64cd8-4eaf-11f1-8f03-0242ac130204,76448561
f596509e-4eb6-11f1-a169-0242ac130202,76451682
897df9d8-4ebc-11f1-81f7-0242ac130203,76453508
f041e428-4ef7-11f1-a2ef-0242ac130203,76475049
8b490d92-4ef9-11f1-9376-0242ac130203,76475658
b07cbfb8-4efa-11f1-b65b-0242ac130204,76476141
daf0e642-4f05-11f1-810b-0242ac130203,76480194
f7585c4c-4f06-11f1-8198-0242ac130205,76480597
50a851fa-4f0a-11f1-90ba-0242ac130204,76481945
ead5a66a-4f0f-11f1-a0f5-0242ac130205,76483783
1623f13c-4f1f-11f1-9cf3-0242ac130202,76489368
ec8e6292-4f3e-11f1-973f-0242ac130204,76501130
07f6403a-4f40-11f1-b346-0242ac130204,76501532
b5ddbb24-4f54-11f1-b319-0242ac130202,76509046
342adfb2-4f59-11f1-89fb-0242ac130203,76510627
