seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,n_our_final,n_sub_final,match_time_sec
5,0.2,-0.4,-0.9,1,-1,1,0,150,2930,0,36,0,16.5
6,0.2,-0.4,-0.9,1,-1,1,0,150,4895,0,36,0,13.0
8,0.2,-0.4,-0.9,1,-1,1,0,154,3689,0,28,0,8.8
9,0.2,-0.4,-0.9,-1,1,0,0,143,0,859,0,24,8.0
0,0.2,-0.4,-0.7,-1,1,0,0,166,0,584,0,27,10.2
2,0.2,-0.4,-0.7,1,-1,1,0,150,4759,0,36,0,11.3
4,0.2,-0.4,-0.7,-1,1,0,0,111,0,2168,0,24,5.8
1,0.2,-0.4,-0.7,-1,1,0,0,176,0,2718,0,36,16.0
7,0.2,-0.4,-0.9,1,-1,1,0,212,3007,0,36,0,26.9
6,0.2,-0.4,-0.7,1,-1,1,0,148,3425,0,27,0,10.2
5,0.2,-0.4,-0.7,-1,1,0,0,139,0,705,0,25,11.2
3,0.2,-0.4,-0.7,-1,1,0,0,237,0,4260,0,32,26.9
9,0.2,-0.4,-0.7,1,-1,1,0,199,2714,0,24,0,10.3
0,0.2,-0.4,-0.5,-1,1,0,0,194,0,2380,0,20,10.0
8,0.2,-0.4,-0.7,-1,1,0,0,186,0,2200,0,32,18.9
7,0.2,-0.4,-0.7,-1,1,0,0,192,0,809,0,35,23.8
3,0.2,-0.4,-0.5,-1,1,0,0,130,0,542,0,34,15.3
4,0.2,-0.4,-0.5,1,-1,1,0,186,4295,0,32,0,15.5
1,0.2,-0.4,-0.5,1,-1,1,0,242,4693,0,28,0,25.5
5,0.2,-0.4,-0.5,1,-1,1,0,206,2843,0,28,0,19.4
2,0.2,-0.4,-0.5,-1,1,0,0,207,0,2441,0,36,29.2
7,0.2,-0.4,-0.5,1,-1,1,0,198,4739,0,24,0,13.9
9,0.2,-0.4,-0.5,-1,1,0,0,123,0,491,0,24,8.9
8,0.2,-0.4,-0.5,1,-1,1,0,143,3651,0,36,0,12.0
6,0.2,-0.4,-0.5,-1,1,0,0,199,0,878,0,32,21.4
1,0.2,-0.4,-0.3,-1,1,0,0,95,0,595,0,27,8.7
0,0.2,-0.4,-0.3,1,-1,1,0,164,4699,0,40,0,14.0
3,0.2,-0.4,-0.3,1,-1,1,0,202,4538,0,24,0,11.3
5,0.2,-0.4,-0.3,1,-1,1,0,125,3454,0,28,0,7.8
4,0.2,-0.4,-0.3,1,-1,1,0,131,2827,0,32,0,12.8
6,0.2,-0.4,-0.3,-1,1,0,0,117,0,2098,0,32,11.5
9,0.2,-0.4,-0.3,-1,1,0,0,154,0,520,0,24,7.4
8,0.2,-0.4,-0.3,-1,1,0,0,118,0,759,0,28,10.9
2,0.2,-0.4,-0.3,1,-1,1,0,189,5489,0,40,0,27.9
1,0.2,-0.4,0.0,-1,1,0,0,102,0,840,0,32,9.8
0,0.2,-0.4,0.0,-1,1,0,0,154,0,929,0,38,15.4
7,0.2,-0.4,-0.3,-1,1,0,0,187,0,1356,0,36,24.9
3,0.2,-0.4,0.0,-1,1,0,0,168,0,2169,0,32,14.7
2,0.2,-0.4,0.0,1,-1,1,0,193,3439,0,28,0,17.6
5,0.2,-0.4,0.0,1,-1,1,0,122,3763,0,28,0,8.8
4,0.2,-0.4,0.0,1,-1,1,0,172,8572,0,36,0,11.5
9,0.2,-0.4,0.0,-1,1,0,0,140,0,884,0,20,5.5
6,0.2,-0.4,0.0,-1,1,0,0,152,0,1437,0,36,14.5
8,0.2,-0.4,0.0,1,-1,1,0,154,3054,0,39,0,9.4
7,0.2,-0.4,0.0,-1,1,0,0,178,0,646,0,36,12.5
3,0.2,-0.4,1.0,-1,1,0,0,138,0,2075,0,20,7.9
1,0.2,-0.4,1.0,1,-1,1,0,152,5342,0,32,0,10.6
2,0.2,-0.4,1.0,-1,1,0,0,136,0,758,0,24,9.5
0,0.2,-0.4,1.0,-1,1,0,0,203,0,2288,0,28,19.9
4,0.2,-0.4,1.0,-1,1,0,0,163,0,1444,0,28,10.7
8,0.2,-0.4,1.0,1,-1,1,0,154,3962,0,28,0,5.3
6,0.2,-0.4,1.0,-1,1,0,0,163,0,1855,0,32,9.2
9,0.2,-0.4,1.0,-1,1,0,0,112,0,429,0,22,8.1
7,0.2,-0.4,1.0,-1,1,0,0,179,0,1441,0,32,15.9
5,0.2,-0.4,1.0,-1,1,0,0,185,0,1008,0,32,22.8
1,0.2,-0.2,-0.9,-1,1,0,0,175,0,3125,0,32,18.4
3,0.2,-0.2,-0.9,-1,1,0,0,266,0,2425,0,24,15.3
5,0.2,-0.2,-0.9,1,-1,1,0,133,3447,0,28,0,5.6
2,0.2,-0.2,-0.9,1,-1,1,0,188,3692,0,32,0,26.1
4,0.2,-0.2,-0.9,-1,1,0,0,188,0,678,0,36,20.6
0,0.2,-0.2,-0.9,-1,1,0,0,258,0,4922,0,36,36.2
6,0.2,-0.2,-0.9,-1,1,0,0,160,0,1729,0,32,13.4
7,0.2,-0.2,-0.9,-1,1,0,0,232,0,500,0,28,16.4
8,0.2,-0.2,-0.9,-1,1,0,0,105,0,893,0,32,11.3
2,0.2,-0.2,-0.7,-1,1,0,0,125,0,208,0,13,3.3
9,0.2,-0.2,-0.9,-1,1,0,0,193,0,499,0,20,12.9
4,0.2,-0.2,-0.7,-1,1,0,0,130,0,794,0,35,10.9
1,0.2,-0.2,-0.7,-1,1,0,0,152,0,1099,0,36,20.2
3,0.2,-0.2,-0.7,-1,1,0,0,208,0,3788,0,28,15.7
5,0.2,-0.2,-0.7,-1,1,0,0,160,0,859,0,27,12.3
7,0.2,-0.2,-0.7,-1,1,0,0,80,0,147,0,12,2.6
0,0.2,-0.2,-0.7,1,-1,1,0,320,12568,0,28,0,26.1
6,0.2,-0.2,-0.7,-1,1,0,0,154,0,930,0,32,14.0
9,0.2,-0.2,-0.7,1,-1,1,0,212,3058,0,24,0,11.1
2,0.2,-0.2,-0.5,1,-1,1,0,88,430,0,25,0,4.4
1,0.2,-0.2,-0.5,-1,1,0,0,192,0,313,0,20,11.4
8,0.2,-0.2,-0.7,-1,1,0,0,228,0,1027,0,28,18.2
4,0.2,-0.2,-0.5,1,-1,1,0,132,6592,0,36,0,10.7
3,0.2,-0.2,-0.5,1,-1,1,0,152,4433,0,40,0,14.2
0,0.2,-0.2,-0.5,-1,1,0,0,244,0,3540,0,32,26.6
5,0.2,-0.2,-0.5,1,-1,1,0,170,4063,0,39,0,17.5
8,0.2,-0.2,-0.5,1,-1,1,0,151,2742,0,20,0,7.1
7,0.2,-0.2,-0.5,-1,1,0,0,118,0,2770,0,28,10.6
0,0.2,-0.2,-0.3,-1,1,0,0,132,0,504,0,31,8.0
9,0.2,-0.2,-0.5,1,-1,1,0,153,2969,0,32,0,14.3
2,0.2,-0.2,-0.3,-1,1,0,0,199,0,433,0,24,17.5
4,0.2,-0.2,-0.3,-1,1,0,0,139,0,617,0,28,12.7
1,0.2,-0.2,-0.3,1,-1,1,0,221,3309,0,28,0,24.1
5,0.2,-0.2,-0.3,1,-1,1,0,114,2447,0,36,0,7.9
3,0.2,-0.2,-0.3,-1,1,0,0,186,0,3993,0,36,21.6
7,0.2,-0.2,-0.3,-1,1,0,0,165,0,1015,0,32,12.5
9,0.2,-0.2,-0.3,-1,1,0,0,132,0,1885,0,24,8.9
8,0.2,-0.2,-0.3,1,-1,1,0,166,2894,0,26,0,10.0
0,0.2,-0.2,0.0,1,-1,1,0,128,2357,0,36,0,8.0
2,0.2,-0.2,0.0,-1,1,0,0,128,0,701,0,28,7.1
6,0.2,-0.2,-0.3,1,-1,1,0,196,4896,0,36,0,25.6
6,0.2,-0.2,-0.5,1,-1,1,0,413,4463,0,32,0,66.3
1,0.2,-0.2,0.0,-1,1,0,0,121,0,778,0,35,14.0
3,0.2,-0.2,0.0,-1,1,0,0,121,0,1148,0,36,14.8
6,0.2,-0.2,0.0,-1,1,0,0,132,0,1855,0,36,11.3
5,0.2,-0.2,0.0,1,-1,1,0,207,4204,0,24,0,17.7
9,0.2,-0.2,0.0,1,-1,1,0,144,4975,0,36,0,8.2
4,0.2,-0.2,0.0,1,-1,1,0,210,2665,0,32,0,26.9
8,0.2,-0.2,0.0,1,-1,1,0,186,4766,0,28,0,16.5
1,0.2,-0.2,1.0,-1,1,0,0,158,0,3193,0,32,11.9
0,0.2,-0.2,1.0,-1,1,0,0,191,0,904,0,28,20.1
2,0.2,-0.2,1.0,1,-1,1,0,177,4804,0,32,0,13.0
3,0.2,-0.2,1.0,1,-1,1,0,186,3169,0,24,0,12.7
7,0.2,-0.2,0.0,-1,1,0,0,283,0,1024,0,40,39.1
5,0.2,-0.2,1.0,-1,1,0,0,101,0,631,0,32,7.1
6,0.2,-0.2,1.0,-1,1,0,0,193,0,541,0,24,9.2
7,0.2,-0.2,1.0,-1,1,0,0,148,0,1163,0,24,7.4
4,0.2,-0.2,1.0,-1,1,0,0,169,0,1072,0,36,19.7
0,0.4,-0.8,-0.9,1,-1,1,0,184,1988,0,23,0,8.5
8,0.2,-0.2,1.0,1,-1,1,0,204,2881,0,24,0,20.5
9,0.2,-0.2,1.0,1,-1,1,0,207,5068,0,32,0,21.3
2,0.4,-0.8,-0.9,1,-1,1,0,158,4544,0,34,0,12.3
1,0.4,-0.8,-0.9,1,-1,1,0,222,2285,0,32,0,22.5
3,0.4,-0.8,-0.9,-1,1,0,0,151,0,2700,0,36,15.8
4,0.4,-0.8,-0.9,-1,1,0,0,163,0,535,0,24,9.5
6,0.4,-0.8,-0.9,-1,1,0,0,163,0,418,0,26,8.1
8,0.4,-0.8,-0.9,1,-1,1,0,128,2735,0,32,0,6.4
5,0.4,-0.8,-0.9,-1,1,0,0,187,0,1208,0,32,15.8
7,0.4,-0.8,-0.9,-1,1,0,0,150,0,3281,0,32,16.2
0,0.4,-0.8,-0.7,1,-1,1,0,186,4852,0,32,0,16.4
2,0.4,-0.8,-0.7,-1,1,0,0,156,0,1021,0,31,13.4
4,0.4,-0.8,-0.7,-1,1,0,0,156,0,671,0,21,8.3
6,0.4,-0.8,-0.7,-1,1,0,0,126,0,1010,0,24,5.5
9,0.4,-0.8,-0.9,1,-1,1,0,299,4129,0,32,0,34.7
3,0.4,-0.8,-0.7,1,-1,1,0,232,4536,0,28,0,21.8
5,0.4,-0.8,-0.7,-1,1,0,0,168,0,2050,0,36,17.0
9,0.4,-0.8,-0.7,-1,1,0,0,114,0,339,0,18,4.4
7,0.4,-0.8,-0.7,1,-1,1,0,150,4706,0,32,0,9.2
8,0.4,-0.8,-0.7,1,-1,1,0,188,1884,0,20,0,9.7
1,0.4,-0.8,-0.5,1,-1,1,0,138,4042,0,24,0,7.7
1,0.4,-0.8,-0.7,1,-1,1,0,289,5456,0,40,0,47.0
2,0.4,-0.8,-0.5,-1,1,0,0,237,0,2345,0,24,16.0
0,0.4,-0.8,-0.5,-1,1,0,0,185,0,1076,0,28,21.3
3,0.4,-0.8,-0.5,-1,1,0,0,163,0,3152,0,40,18.0
6,0.4,-0.8,-0.5,1,-1,1,0,140,3336,0,32,0,7.1
4,0.4,-0.8,-0.5,-1,1,0,0,157,0,766,0,35,16.1
5,0.4,-0.8,-0.5,1,-1,1,0,207,3331,0,28,0,14.4
7,0.4,-0.8,-0.5,1,-1,1,0,168,4314,0,33,0,12.4
8,0.4,-0.8,-0.5,1,-1,1,0,214,3648,0,24,0,11.4
1,0.4,-0.8,-0.3,1,-1,1,0,235,2946,0,20,0,13.2
2,0.4,-0.8,-0.3,-1,1,0,0,147,0,585,0,24,9.2
4,0.4,-0.8,-0.3,-1,1,0,0,137,0,386,0,22,5.5
9,0.4,-0.8,-0.5,-1,1,0,0,159,0,2012,0,44,23.5
3,0.4,-0.8,-0.3,-1,1,0,0,169,0,3230,0,32,15.5
5,0.4,-0.8,-0.3,-1,1,0,0,121,0,1183,0,32,11.5
6,0.4,-0.8,-0.3,-1,1,0,0,138,0,597,0,36,13.3
7,0.4,-0.8,-0.3,-1,1,0,0,141,0,745,0,30,12.1
8,0.4,-0.8,-0.3,-1,1,0,0,150,0,547,0,24,9.3
9,0.4,-0.8,-0.3,-1,1,0,0,143,0,539,0,25,7.3
3,0.4,-0.8,0.0,1,-1,1,0,138,3553,0,28,0,6.9
2,0.4,-0.8,0.0,-1,1,0,0,127,0,1328,0,32,10.7
0,0.4,-0.8,0.0,-1,1,0,0,115,0,1467,0,40,14.4
6,0.4,-0.8,0.0,1,-1,1,0,118,3623,0,32,0,6.4
5,0.4,-0.8,0.0,-1,1,0,0,125,0,671,0,26,9.4
0,0.4,-0.8,-0.3,1,-1,1,0,500,14100,6,31,1,55.6
1,0.4,-0.8,0.0,1,-1,1,0,284,4324,0,24,0,21.3
4,0.4,-0.8,0.0,1,-1,1,0,180,6616,0,32,0,17.4
7,0.4,-0.8,0.0,1,-1,1,0,151,3152,0,36,0,7.1
0,0.4,-0.8,1.0,1,-1,1,0,148,3768,0,32,0,12.2
9,0.4,-0.8,0.0,-1,1,0,0,180,0,1985,0,36,13.5
8,0.4,-0.8,0.0,-1,1,0,0,215,0,487,0,26,18.2
1,0.4,-0.8,1.0,-1,1,0,0,141,0,1148,0,32,15.4
4,0.4,-0.8,1.0,-1,1,0,0,143,0,691,0,28,7.5
2,0.4,-0.8,1.0,-1,1,0,0,207,0,633,0,32,21.2
3,0.4,-0.8,1.0,1,-1,1,0,150,3146,0,28,0,15.1
5,0.4,-0.8,1.0,-1,1,0,0,123,0,948,0,32,10.6
9,0.4,-0.8,1.0,-1,1,0,0,125,0,1004,0,24,6.1
8,0.4,-0.8,1.0,1,-1,1,0,171,1770,0,29,0,10.0
1,0.4,-0.6,-0.9,-1,1,0,0,153,0,293,0,22,6.9
7,0.4,-0.8,1.0,-1,1,0,0,226,0,849,0,28,21.0
3,0.4,-0.6,-0.9,1,-1,1,0,184,1632,0,20,0,8.5
4,0.4,-0.6,-0.9,1,-1,1,0,204,1322,0,20,0,8.7
0,0.4,-0.6,-0.9,1,-1,1,0,225,5963,0,36,0,25.4
2,0.4,-0.6,-0.9,1,-1,1,0,334,3916,0,20,0,18.2
5,0.4,-0.6,-0.9,1,-1,1,0,147,5138,0,24,0,6.6
6,0.4,-0.8,1.0,1,-1,1,0,300,6845,0,36,0,39.7
9,0.4,-0.6,-0.9,-1,1,0,0,153,0,607,0,20,5.1
7,0.4,-0.6,-0.9,-1,1,0,0,173,0,457,0,28,9.6
2,0.4,-0.6,-0.7,-1,1,0,0,142,0,582,0,23,6.5
0,0.4,-0.6,-0.7,-1,1,0,0,170,0,1465,0,28,9.8
6,0.4,-0.6,-0.9,-1,1,0,0,243,0,3580,0,40,27.9
8,0.4,-0.6,-0.9,1,-1,1,0,239,5288,0,32,0,26.8
1,0.4,-0.6,-0.7,1,-1,1,0,211,4071,0,36,0,22.9
4,0.4,-0.6,-0.7,-1,1,0,0,135,0,1082,0,32,14.5
7,0.4,-0.6,-0.7,1,-1,1,0,171,4263,0,31,0,9.2
3,0.4,-0.6,-0.7,1,-1,1,0,246,2271,0,24,0,24.0
6,0.4,-0.6,-0.7,1,-1,1,0,170,3066,0,30,0,13.9
5,0.4,-0.6,-0.7,1,-1,1,0,190,4246,0,32,0,19.7
8,0.4,-0.6,-0.7,1,-1,1,0,189,3810,0,28,0,14.6
0,0.4,-0.6,-0.5,-1,1,0,0,138,0,1024,0,24,7.3
2,0.4,-0.6,-0.5,-1,1,0,0,154,0,788,0,28,11.3
4,0.4,-0.6,-0.5,-1,1,0,0,154,0,596,0,34,15.7
5,0.4,-0.6,-0.5,1,-1,1,0,203,2584,0,20,0,9.5
3,0.4,-0.6,-0.5,1,-1,1,0,258,2869,0,28,0,20.4
1,0.4,-0.6,-0.5,1,-1,1,0,238,4815,0,28,0,25.7
9,0.4,-0.6,-0.7,-1,1,0,0,227,0,3895,0,36,31.7
8,0.4,-0.6,-0.5,-1,1,0,0,112,0,1241,0,36,9.7
7,0.4,-0.6,-0.5,1,-1,1,0,150,4176,0,24,0,10.3
0,0.4,-0.6,-0.3,-1,1,0,0,188,0,867,0,20,8.4
6,0.4,-0.6,-0.5,-1,1,0,0,135,0,630,0,36,16.8
9,0.4,-0.6,-0.5,-1,1,0,0,187,0,531,0,28,13.5
1,0.4,-0.6,-0.3,-1,1,0,0,136,0,867,0,24,8.4
4,0.4,-0.6,-0.3,-1,1,0,0,95,0,439,0,28,5.0
2,0.4,-0.6,-0.3,-1,1,0,0,119,0,637,0,32,10.3
7,0.4,-0.6,-0.3,1,-1,1,0,143,3353,0,32,0,9.4
8,0.4,-0.6,-0.3,-1,1,0,0,167,0,2484,0,32,9.6
5,0.4,-0.6,-0.3,-1,1,0,0,145,0,1498,0,32,16.3
6,0.4,-0.6,-0.3,1,-1,1,0,162,3690,0,38,0,14.4
3,0.4,-0.6,-0.3,-1,1,0,0,225,0,847,0,28,19.9
9,0.4,-0.6,-0.3,-1,1,0,0,120,0,764,0,28,9.8
0,0.4,-0.6,0.0,-1,1,0,0,152,0,613,0,33,11.9
2,0.4,-0.6,0.0,-1,1,0,0,133,0,3967,0,32,14.9
1,0.4,-0.6,0.0,1,-1,1,0,213,2951,0,28,0,16.9
5,0.4,-0.6,0.0,1,-1,1,0,141,3904,0,32,0,8.8
4,0.4,-0.6,0.0,1,-1,1,0,153,3676,0,36,0,13.7
6,0.4,-0.6,0.0,1,-1,1,0,141,4006,0,24,0,5.5
3,0.4,-0.6,0.0,-1,1,0,0,156,0,2791,0,40,19.3
8,0.4,-0.6,0.0,-1,1,0,0,141,0,1792,0,24,6.0
9,0.4,-0.6,0.0,1,-1,1,0,191,4686,0,20,0,6.9
0,0.4,-0.6,1.0,-1,1,0,0,113,0,905,0,27,6.5
1,0.4,-0.6,1.0,1,-1,1,0,148,3324,0,32,0,8.3
